,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,buddata-ebxml-registry.csv
anaxagora.csv,0.5,0.57,0.6,0.61,0.5,0.94,0.67,0.67,0.55
buddata-ebxml-registry.csv,1.0,0.96,0.7,0.97,0.97,1.0,0.86,1.0,0.91
continuum-ide.csv,0.5,0.22,0.0,0.52,0.27,0.76,0.19,0.17,0.25
gtad.csv,1.0,0.14,0.1,0.41,0.37,0.35,0.24,0.33,0.18
htmlunit.csv,1.0,0.43,0.2,0.56,0.57,0.59,0.43,0.5,0.73
jsr308-langtools.csv,1.0,0.8,0.8,0.0,0.93,1.0,0.9,1.0,0.85
kaffeine.csv,1.0,0.86,0.1,0.75,1.0,0.94,0.33,0.67,0.46
stemkit.csv,0.0,0.51,0.6,0.4,0.47,0.24,0.0,0.83,0.33
taokgame.csv,0.5,0.1,1.0,0.14,0.23,0.24,0.38,0.17,0.33
