,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,buddata-ebxml-registry.csv
anaxagora.csv,0.06,0.73,0.23,0.47,0.6,0.52,0.43,0.14,0.7
buddata-ebxml-registry.csv,0.05,0.88,0.14,0.49,0.76,0.47,0.26,0.15,0.95
continuum-ide.csv,0.4,0.32,0.0,0.45,0.37,0.63,0.2,0.1,0.4
gtad.csv,0.24,0.25,0.07,0.49,0.54,0.33,0.26,0.19,0.3
htmlunit.csv,0.1,0.6,0.12,0.55,0.69,0.42,0.26,0.16,0.84
jsr308-langtools.csv,0.08,0.84,0.21,0.0,0.93,0.49,0.3,0.15,0.91
kaffeine.csv,0.06,0.91,0.05,0.53,0.75,0.49,0.21,0.12,0.63
stemkit.csv,0.0,0.63,0.24,0.43,0.61,0.36,0.0,0.32,0.48
taokgame.csv,0.09,0.19,0.71,0.21,0.32,0.28,0.2,0.1,0.48
