,recall,precision,pf,cdom,bellwether
2,0.51,0.28500000000000003,0.24,19.0,dataobjectsdotnet.csv
23,0.09,0.33,0.22,6.0,foursquared.csv
31,0.275,0.39,0.225,3.0,novembre.csv
36,0.6799999999999999,0.38,0.305,11.0,nova.csv
49,0.365,0.33,0.16,13.0,netatalk.csv
1,0.91,0.9550000000000001,0.91,0.0,atunes.csv
