,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,1.0,0.5,0.19,0.62,0.53,0.49,0.7,0.43,0.47
ctrlr.csv,0.0,0.36,0.81,0.24,0.12,0.11,0.09,0.23,0.55
empserver.csv,0.0,0.67,0.48,0.43,0.94,0.78,0.7,0.3,0.29
ffigo.csv,0.0,0.03,0.05,0.1,0.28,0.78,0.57,0.0,0.0
gmerlin.csv,0.0,0.56,0.19,0.71,0.66,0.0,0.96,0.0,1.0
skia.csv,1.0,0.58,0.19,0.62,0.38,0.32,0.65,0.32,0.05
wikipediardware.csv,1.0,0.97,0.52,0.81,0.94,0.67,1.0,0.79,0.71
zemljanka.csv,1.0,0.72,0.57,1.0,0.62,0.67,0.87,0.81,0.82
