,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.15,0.21,0.29,0.42,0.17
n2cms.csv,0.52,0.64,0.47,0.92,0.83
nassp.csv,0.17,0.14,0.24,0.5,0.06
nug.csv,0.96,0.21,0.65,0.25,0.83
oorexx.csv,0.08,0.71,0.47,0.92,0.72
