,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.28,0.34,0.15,0.12,0.18
n2cms.csv,0.21,0.18,0.23,0.24,0.31
nassp.csv,0.16,0.34,0.25,0.12,0.36
nug.csv,0.33,0.15,0.3,0.26,0.34
oorexx.csv,0.2,0.2,0.21,0.28,0.23
