,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.23,0.35,0.33,0.4,0.27
n2cms.csv,0.6,0.42,0.32,0.44,0.71
nassp.csv,0.23,0.24,0.35,0.55,0.11
nug.csv,0.61,0.22,0.73,0.2,0.7
oorexx.csv,0.12,0.36,0.35,0.42,0.74
