,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.79,1.0,0.46,0.48,0.49,0.0,0.61,0.42,0.0,0.42,0.49
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02,0.0,0.1,0.0
coot.csv,0.56,0.35,0.51,0.4,0.46,0.14,0.43,0.5,0.03,0.97,0.26
dsworkbench.csv,1.0,0.37,0.14,0.29,0.17,0.1,0.29,0.17,0.0,0.2,0.21
freelords.csv,0.77,0.52,0.98,0.46,0.41,0.13,0.55,0.62,0.21,0.62,0.33
gephex.csv,0.78,0.63,0.65,0.55,0.33,0.09,0.99,0.54,0.15,0.37,0.53
jas.csv,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jpaul.csv,0.58,0.37,0.41,0.97,0.23,0.0,0.18,0.33,0.14,0.19,0.24
ngl.csv,0.58,0.47,0.6,0.6,0.5,0.19,0.57,1.0,0.1,0.61,0.44
scenemonitor.csv,0.81,0.6,0.6,0.35,0.9,0.12,0.63,0.67,0.16,0.7,0.51
synecdoche.csv,0.75,0.47,0.72,0.59,0.32,0.0,0.38,0.44,0.11,0.44,0.95
