,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.48,0.62,0.67,0.48,0.52,0.56,0.6,0.68,0.64,0.65,0.64
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.75,0.0,0.5,0.0
coot.csv,0.6,0.66,0.7,0.57,0.38,0.91,0.57,0.58,0.72,0.53,0.5
dsworkbench.csv,0.42,0.86,0.88,0.82,0.75,0.88,0.89,0.98,0.8,0.9,0.89
freelords.csv,0.43,0.52,0.42,0.41,0.58,0.48,0.45,0.47,0.49,0.48,0.47
gephex.csv,0.42,0.62,0.48,0.56,0.62,0.48,0.49,0.57,0.47,0.71,0.49
jas.csv,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0
jpaul.csv,0.5,0.94,0.7,0.62,0.83,0.83,0.86,0.9,0.65,0.92,0.92
ngl.csv,0.45,0.6,0.49,0.38,0.75,0.54,0.58,0.56,0.44,0.44,0.43
scenemonitor.csv,0.37,0.45,0.47,0.46,0.5,0.38,0.36,0.42,0.47,0.41,0.34
synecdoche.csv,0.45,0.79,0.44,0.55,0.54,0.89,0.8,0.76,0.47,0.61,0.65
