,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.83,1.0,0.79,0.4,0.48,0.0,0.77,0.43,0.0,0.48,0.44
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0
coot.csv,0.84,0.5,0.7,0.32,0.35,0.09,0.6,0.56,0.02,1.0,0.25
dsworkbench.csv,1.0,0.71,0.75,0.36,0.5,0.06,0.68,0.38,0.0,0.5,0.44
freelords.csv,0.78,0.52,0.99,0.33,0.42,0.07,0.62,0.61,0.12,0.56,0.29
gephex.csv,0.75,0.61,0.85,0.44,0.38,0.05,1.0,0.5,0.08,0.42,0.43
jas.csv,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jpaul.csv,0.85,0.88,0.91,1.0,0.5,0.0,1.0,0.51,0.09,0.42,0.42
ngl.csv,0.73,0.57,0.76,0.5,0.67,0.11,0.67,1.0,0.06,0.58,0.43
scenemonitor.csv,0.82,0.55,0.73,0.26,0.9,0.07,0.62,0.57,0.09,0.57,0.38
synecdoche.csv,0.87,0.72,0.82,0.55,0.29,0.0,0.72,0.51,0.06,0.61,1.0
