,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,1.0,0.0,1.0,5.0,0.0,64.0,0.0,0.0,124.0,3.0,0.0
avisynth2.csv,65.0,107.0,106.0,57.0,51.0,0.0,111.0,0.0,124.0,0.0,71.0
coot.csv,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,37.0,0.0,13.0
dsworkbench.csv,0.0,0.0,0.0,3.0,2.0,12.0,0.0,7.0,124.0,2.0,0.0
freelords.csv,0.0,0.0,0.0,4.0,1.0,21.0,0.0,1.0,0.0,1.0,8.0
gephex.csv,1.0,1.0,0.0,1.0,1.0,27.0,0.0,0.0,0.0,2.0,3.0
jas.csv,65.0,107.0,0.0,57.0,51.0,64.0,111.0,367.0,0.0,76.0,71.0
jpaul.csv,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1.0,0.0
ngl.csv,1.0,0.0,2.0,2.0,2.0,8.0,0.0,0.0,16.0,0.0,0.0
scenemonitor.csv,0.0,0.0,1.0,5.0,0.0,17.0,1.0,3.0,8.0,1.0,0.0
synecdoche.csv,0.0,1.0,0.0,0.0,7.0,64.0,1.0,0.0,15.0,1.0,0.0
