,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.63,0.19,0.59,0.57,0.22,0.75,0.45,0.19,0.25,0.58,0.98,0.0,0.21,0.68,0.39,0.6,0.35
bionote.csv,0.2,0.13,0.32,0.07,0.07,0.14,0.16,0.0,0.33,0.15,0.29,0.14,0.94,0.29,0.26,0.41,0.02
bullet.csv,0.62,0.19,0.67,0.55,0.46,0.7,0.99,0.21,0.37,0.71,0.53,0.36,0.19,0.7,0.44,0.75,0.7
dxengine.csv,0.33,0.17,0.37,0.3,0.98,0.38,0.36,0.27,0.33,0.25,0.18,0.0,0.27,0.34,0.26,0.22,0.3
emono.csv,0.37,0.1,0.41,0.57,0.19,0.37,0.42,0.26,0.37,0.47,0.57,0.17,0.16,0.27,0.31,0.59,0.97
findbugs.csv,0.37,0.2,0.62,0.29,0.33,0.64,0.56,0.24,0.21,0.52,0.35,0.26,0.36,0.46,1.0,0.43,0.53
hazelcast.csv,0.64,0.19,0.77,0.59,0.51,1.0,0.85,0.24,0.39,0.83,0.5,0.31,0.23,0.75,0.49,0.98,0.79
jedit.csv,0.95,0.23,0.68,0.57,0.29,0.62,0.56,0.19,0.42,0.62,0.33,0.36,0.38,0.75,0.46,0.59,0.55
jmonkeyengine.csv,0.35,0.19,0.32,0.06,0.06,0.19,0.16,0.12,1.0,0.12,0.11,0.25,0.4,0.31,0.23,0.1,0.18
kolmafia.csv,0.54,0.11,0.63,0.46,0.27,0.62,0.41,0.07,0.44,0.55,0.31,0.26,0.32,0.99,0.43,0.59,0.36
lamp.csv,0.44,0.88,0.3,0.26,0.0,0.49,0.32,0.1,0.28,0.19,0.0,0.0,0.22,0.51,0.35,0.24,0.15
lcfizvtop.csv,0.4,0.13,0.39,0.51,0.31,0.25,0.51,0.24,0.38,0.64,0.19,1.0,0.42,0.51,0.36,0.37,0.25
onotoa.csv,0.57,0.21,0.59,0.44,0.48,0.76,0.69,0.28,0.39,0.99,0.43,0.37,0.27,0.52,0.52,0.56,0.62
openintents.csv,0.4,0.15,0.5,1.0,0.24,0.41,0.3,0.13,0.31,0.34,0.2,0.3,0.15,0.55,0.44,0.58,0.25
qlc.csv,0.18,0.06,0.06,0.15,0.17,0.15,0.26,0.94,0.26,0.22,0.0,0.15,0.13,0.08,0.26,0.24,0.09
triplea.csv,0.52,0.16,0.98,0.68,0.53,0.78,0.54,0.13,0.46,0.51,0.52,0.32,0.3,0.68,0.44,0.62,0.63
