,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.44,0.46,0.73,0.44,0.4,0.51,0.62,0.43,0.51,0.35,0.35,0.58,0.48,0.38,0.48,0.45,0.36,0.37,0.4,0.33
extprosys.csv,0.35,0.53,0.79,0.38,0.46,0.55,0.4,0.4,0.56,0.33,0.46,0.62,0.61,0.38,0.67,0.49,0.36,0.48,0.44,0.52
freewrl.csv,0.44,0.55,0.66,0.63,0.67,0.9,0.77,0.87,0.88,0.41,0.55,0.53,0.73,0.44,0.88,0.76,0.67,0.36,0.82,0.52
glas.csv,0.53,0.75,0.91,0.65,0.67,0.57,0.62,0.66,0.59,0.83,0.75,0.83,0.73,0.6,0.63,0.79,0.86,0.52,0.61,0.56
ibatisdb.csv,0.86,0.77,0.97,0.92,0.82,0.96,0.94,0.92,0.98,0.0,0.86,0.93,0.98,0.83,0.78,0.8,0.0,0.67,0.75,0.86
japano.csv,0.32,0.44,0.51,0.37,0.67,0.49,0.36,0.39,0.46,0.34,0.47,0.4,0.46,0.41,0.48,0.43,0.42,0.35,0.41,0.35
lockss.csv,0.9,0.0,0.8,0.83,0.8,0.92,0.96,0.9,0.99,0.0,0.9,0.86,0.73,0.5,0.5,0.95,0.0,0.91,0.75,0.0
officefloor.csv,0.9,0.86,0.62,0.94,0.45,0.58,0.0,0.92,0.97,0.37,0.4,0.55,0.6,0.66,0.67,0.52,0.38,0.69,0.44,0.45
opennms.csv,0.92,0.82,0.91,0.78,0.52,0.89,0.94,0.93,1.0,0.57,0.95,0.51,0.63,0.9,0.86,0.96,0.39,0.86,0.83,0.67
papertoolkit.csv,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.92,0.98,0.0,0.67,0.0,0.5,0.67,0.0,0.67,0.0,0.0,0.75,0.5
primefaces.csv,0.45,0.61,0.5,0.58,0.5,0.49,0.63,0.94,0.7,0.58,0.49,0.39,0.53,0.62,0.49,0.6,0.83,0.42,0.58,0.41
rohxel.csv,0.34,0.53,0.55,0.46,0.44,0.43,0.38,0.38,0.47,0.83,0.37,0.38,0.48,0.52,0.49,0.45,0.69,0.35,0.42,0.33
roller.csv,0.46,0.45,0.63,0.5,0.47,0.47,0.52,0.59,0.49,0.83,0.43,0.64,0.41,0.91,0.76,0.51,0.75,0.74,0.58,0.47
sevenupdate.csv,0.33,0.47,0.47,0.38,0.93,0.47,0.37,0.76,0.45,0.33,0.81,0.38,0.47,0.89,0.47,0.42,0.36,0.64,0.71,0.86
soar.csv,0.42,0.54,0.54,0.41,0.5,0.5,0.44,0.42,0.45,0.62,0.45,0.5,0.47,0.38,0.49,0.41,0.55,0.39,0.4,0.32
web-cat.csv,0.73,0.7,0.81,0.59,0.7,0.79,0.7,0.82,0.74,0.42,0.56,0.56,0.98,0.53,0.65,0.66,0.47,0.61,0.71,0.58
xcf.csv,0.31,0.4,0.48,0.38,0.4,0.47,0.56,0.47,0.44,0.63,0.37,0.42,0.42,0.55,0.53,0.48,0.38,0.34,0.48,0.32
xfce.csv,0.34,0.48,0.51,0.43,0.48,0.48,0.38,0.43,0.49,0.38,0.39,0.47,0.49,0.4,0.71,0.53,0.42,0.4,0.46,0.38
