,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.67,0.92,0.68,0.87,0.91,0.78,0.06,0.7,0.88,1.0,0.98,0.54,0.61,0.96,0.71,0.91,0.96,0.86,0.97,0.97
extprosys.csv,0.87,0.91,0.08,0.9,0.94,0.9,0.92,0.99,0.86,1.0,0.99,1.08,0.95,1.13,0.86,0.87,1.0,0.91,1.02,0.61
freewrl.csv,1.18,0.63,0.68,0.76,0.74,0.66,0.84,0.82,0.82,0.0,0.68,1.16,0.62,0.63,0.88,0.94,0.79,0.89,0.85,0.75
glas.csv,0.44,0.96,0.84,0.68,0.74,0.7,0.58,0.54,0.78,0.99,0.74,0.79,0.77,1.05,0.05,0.84,0.96,0.6,0.68,0.82
ibatisdb.csv,1.0,0.84,0.95,0.87,0.84,0.82,0.9,0.96,0.87,1.0,0.84,1.27,0.93,0.67,0.74,0.03,0.97,0.95,0.94,0.68
japano.csv,0.96,1.0,0.84,0.95,0.54,0.01,0.99,0.95,0.96,0.96,0.8,1.0,1.0,0.8,0.97,0.99,0.81,0.97,0.87,0.89
lockss.csv,1.02,1.0,0.96,0.97,0.87,0.9,0.81,0.09,0.91,1.0,0.88,0.96,0.72,1.0,1.0,0.9,1.0,0.78,0.94,1.0
officefloor.csv,1.0,0.7,0.72,0.87,0.84,0.8,1.0,0.87,0.11,0.67,0.86,0.61,0.78,0.84,0.5,0.83,0.92,0.71,0.91,0.62
opennms.csv,1.01,0.81,0.8,0.04,0.67,0.93,0.82,0.73,0.83,0.72,0.76,0.63,0.67,1.01,0.89,0.91,0.94,0.88,0.95,1.0
papertoolkit.csv,1.0,0.96,1.0,1.0,1.0,0.98,1.0,0.78,0.95,1.0,0.96,1.0,0.99,0.0,1.0,0.97,1.0,1.0,0.88,0.95
primefaces.csv,0.57,0.84,0.86,0.75,0.61,1.03,0.83,0.88,0.86,0.63,0.8,1.02,0.9,0.56,0.86,0.58,0.84,0.0,0.8,0.61
rohxel.csv,0.78,0.56,0.71,0.76,0.0,0.82,0.83,0.7,0.73,0.9,0.74,1.0,0.92,0.85,0.88,0.78,0.68,0.8,0.7,0.88
roller.csv,0.49,0.78,0.72,0.7,0.7,0.78,0.48,0.5,0.83,0.9,0.02,0.55,0.57,0.37,0.73,0.79,0.8,0.71,0.67,0.86
sevenupdate.csv,0.91,0.0,0.99,0.93,0.72,1.0,0.94,0.88,0.99,1.0,0.78,1.0,0.97,1.01,1.0,1.0,1.0,0.83,0.74,0.67
soar.csv,0.56,0.57,0.93,0.87,0.73,1.01,0.73,0.93,0.63,0.81,0.89,1.03,0.97,1.02,0.93,0.8,0.06,0.56,0.97,0.82
web-cat.csv,1.05,0.58,0.91,0.71,0.95,0.62,0.66,0.75,0.68,0.82,0.74,1.13,0.87,0.89,0.77,0.49,0.75,0.77,0.66,0.0
xcf.csv,0.77,0.74,0.57,0.64,0.6,0.53,0.64,0.69,0.58,0.73,0.71,0.36,0.55,0.61,0.61,0.86,0.72,0.78,0.03,0.78
xfce.csv,1.29,1.02,0.74,0.74,0.77,0.54,0.85,0.73,0.86,0.64,0.77,1.04,0.11,0.75,0.67,1.0,0.92,0.73,0.71,0.83
