,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.67,0.83,0.54,0.81,0.91,0.78,0.02,0.6,0.87,1.0,0.98,0.0,0.53,0.9,0.58,0.91,0.96,0.85,0.97,0.97
extprosys.csv,0.87,0.83,0.02,0.9,0.91,0.89,0.91,0.99,0.77,1.0,0.92,1.0,0.88,0.92,0.73,0.86,1.0,0.81,1.0,0.52
freewrl.csv,0.63,0.5,0.47,0.4,0.45,0.22,0.32,0.27,0.2,0.0,0.51,1.0,0.22,0.63,0.35,0.49,0.28,0.78,0.33,0.48
glas.csv,0.44,0.5,0.1,0.3,0.36,0.11,0.23,0.2,0.57,0.21,0.25,0.0,0.3,0.33,0.0,0.25,0.2,0.33,0.33,0.35
ibatisdb.csv,0.07,0.33,0.22,0.12,0.27,0.11,0.08,0.12,0.04,0.04,0.16,1.0,0.32,0.08,0.51,0.0,0.0,0.04,0.07,0.03
japano.csv,0.96,1.0,0.84,0.95,0.18,0.0,0.99,0.95,0.96,0.96,0.73,1.0,1.0,0.8,0.96,0.99,0.8,0.96,0.87,0.87
lockss.csv,0.19,0.0,0.02,0.06,0.0,0.0,0.09,0.0,0.35,0.04,0.02,0.0,0.16,0.03,0.04,0.14,0.0,0.07,0.07,0.0
officefloor.csv,0.1,0.33,0.67,0.17,0.82,0.78,0.0,0.1,0.0,0.67,0.84,0.0,0.62,0.52,0.38,0.81,0.92,0.48,0.9,0.58
opennms.csv,0.12,0.17,0.08,0.0,0.36,0.0,0.04,0.09,0.16,0.42,0.08,0.0,0.45,0.17,0.05,0.19,0.68,0.07,0.13,0.1
papertoolkit.csv,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.04,0.0,0.03
primefaces.csv,0.57,0.67,0.85,0.44,0.45,0.89,0.5,0.33,0.61,0.29,0.67,1.0,0.88,0.45,0.85,0.5,0.04,0.0,0.6,0.52
rohxel.csv,0.78,0.5,0.69,0.6,0.0,0.78,0.81,0.67,0.7,0.12,0.73,1.0,0.92,0.53,0.87,0.77,0.2,0.78,0.67,0.84
roller.csv,0.49,0.67,0.63,0.49,0.27,0.44,0.35,0.35,0.82,0.12,0.02,0.0,0.52,0.15,0.18,0.53,0.2,0.22,0.23,0.45
sevenupdate.csv,0.91,0.0,0.99,0.92,0.18,1.0,0.94,0.33,0.99,1.0,0.43,1.0,0.97,0.15,1.0,1.0,1.0,0.52,0.4,0.23
soar.csv,0.56,0.5,0.89,0.75,0.64,1.0,0.67,0.91,0.61,0.58,0.8,1.0,0.97,0.77,0.93,0.8,0.0,0.52,0.97,0.81
web-cat.csv,0.32,0.17,0.33,0.47,0.73,0.33,0.32,0.39,0.37,0.79,0.53,1.0,0.26,0.58,0.67,0.38,0.72,0.52,0.47,0.0
xcf.csv,0.77,0.5,0.3,0.58,0.55,0.44,0.38,0.48,0.47,0.38,0.67,0.0,0.42,0.52,0.55,0.7,0.64,0.74,0.0,0.77
xfce.csv,0.82,1.0,0.69,0.65,0.64,0.44,0.84,0.65,0.84,0.58,0.73,1.0,0.1,0.75,0.25,0.74,0.72,0.63,0.63,0.81
