,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.71,0.4,0.55,0.45,0.32,0.57,0.95,0.57,0.41,0.0,0.09,0.52,0.64,0.31,0.55,0.33,0.17,0.45,0.13,0.13
extprosys.csv,0.43,0.41,0.93,0.34,0.3,0.36,0.31,0.05,0.47,0.0,0.27,0.0,0.35,0.2,0.45,0.42,0.0,0.42,0.0,0.63
freewrl.csv,0.0,0.58,0.51,0.39,0.43,0.42,0.27,0.27,0.25,1.0,0.54,0.0,0.47,0.75,0.22,0.22,0.3,0.43,0.25,0.44
glas.csv,0.86,0.21,0.2,0.43,0.39,0.36,0.51,0.54,0.46,0.05,0.35,0.25,0.33,0.0,0.96,0.22,0.07,0.53,0.44,0.3
ibatisdb.csv,0.0,0.25,0.1,0.17,0.24,0.21,0.13,0.06,0.16,0.0,0.2,0.0,0.16,0.38,0.47,0.98,0.04,0.06,0.07,0.37
japano.csv,0.17,0.0,0.48,0.2,0.53,0.99,0.05,0.21,0.17,0.17,0.52,0.0,0.0,0.56,0.17,0.05,0.53,0.17,0.43,0.4
lockss.csv,0.0,0.0,0.05,0.05,0.16,0.12,0.24,0.93,0.19,0.0,0.15,0.05,0.33,0.0,0.0,0.13,0.0,0.26,0.07,0.0
officefloor.csv,0.0,0.43,0.6,0.17,0.47,0.53,0.0,0.17,0.91,0.68,0.45,0.44,0.49,0.35,0.67,0.49,0.3,0.49,0.34,0.67
opennms.csv,0.0,0.24,0.25,0.97,0.47,0.09,0.21,0.31,0.21,0.44,0.28,0.42,0.52,0.0,0.13,0.13,0.34,0.15,0.07,0.0
papertoolkit.csv,0.0,0.05,0.0,0.0,0.0,0.02,0.0,0.27,0.06,0.0,0.05,0.0,0.01,1.0,0.0,0.04,0.0,0.0,0.15,0.06
primefaces.csv,0.79,0.45,0.44,0.42,0.58,0.29,0.35,0.21,0.39,0.48,0.49,0.0,0.38,0.64,0.45,0.64,0.19,1.0,0.45,0.63
rohxel.csv,0.59,0.69,0.61,0.5,1.0,0.5,0.5,0.63,0.6,0.13,0.59,0.0,0.3,0.35,0.42,0.57,0.39,0.53,0.61,0.43
roller.csv,0.84,0.51,0.57,0.5,0.4,0.39,0.67,0.64,0.5,0.13,1.0,0.51,0.69,0.7,0.34,0.43,0.27,0.36,0.42,0.29
sevenupdate.csv,0.33,1.0,0.05,0.29,0.35,0.0,0.24,0.21,0.05,0.0,0.38,0.0,0.13,0.0,0.0,0.0,0.0,0.37,0.41,0.41
soar.csv,0.8,0.67,0.34,0.45,0.55,0.0,0.57,0.31,0.67,0.44,0.43,0.0,0.13,0.3,0.27,0.56,0.95,0.71,0.13,0.5
web-cat.csv,0.0,0.5,0.18,0.47,0.35,0.5,0.45,0.39,0.45,0.51,0.48,0.0,0.2,0.34,0.53,0.67,0.59,0.43,0.53,1.0
xcf.csv,0.6,0.46,0.54,0.65,0.66,0.67,0.5,0.5,0.63,0.4,0.6,0.69,0.63,0.62,0.65,0.44,0.58,0.54,0.98,0.57
xfce.csv,0.0,0.0,0.57,0.55,0.5,0.67,0.46,0.57,0.45,0.64,0.55,0.0,0.96,0.62,0.42,0.31,0.38,0.55,0.59,0.48
