,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,1.0,0.61,0.58,0.68,0.9,0.94,0.94,0.64,0.87,0.93,0.96,0.46,0.71,0.67,0.59,0.97,1.0,0.92,0.97,0.95
extprosys.csv,1.0,0.63,0.92,0.89,0.74,0.85,0.83,0.91,0.63,1.0,0.63,0.6,0.65,0.33,0.54,0.86,1.0,0.6,0.78,0.68
freewrl.csv,0.0,0.61,0.51,0.36,0.41,0.38,0.23,0.23,0.21,1.0,0.55,0.42,0.43,1.0,0.19,0.19,0.26,0.57,0.22,0.42
glas.csv,1.0,0.18,0.17,0.39,0.36,0.31,0.47,0.5,0.47,0.04,0.31,0.21,0.29,0.0,0.95,0.19,0.06,0.5,0.41,0.26
ibatisdb.csv,0.0,0.22,0.08,0.14,0.21,0.18,0.11,0.05,0.13,0.0,0.17,0.22,0.13,0.33,0.46,0.97,0.03,0.05,0.06,0.32
japano.csv,1.0,0.94,0.98,0.89,0.49,0.99,0.98,1.0,1.0,1.0,0.67,0.96,0.99,1.0,0.92,0.94,0.9,0.85,1.0,0.84
lockss.csv,0.0,0.0,0.04,0.04,0.13,0.1,0.2,0.91,0.16,0.0,0.12,0.04,0.29,0.0,0.0,0.11,0.0,0.22,0.06,0.0
officefloor.csv,0.0,0.39,0.75,0.14,0.79,0.81,0.0,0.14,0.89,0.93,0.84,0.39,0.53,0.33,0.68,0.81,0.94,0.48,0.84,0.79
opennms.csv,0.0,0.2,0.21,0.96,0.44,0.07,0.18,0.27,0.18,0.41,0.24,0.37,0.51,0.0,0.11,0.11,0.35,0.12,0.06,0.0
papertoolkit.csv,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.23,0.05,0.0,0.04,0.0,0.01,1.0,0.0,0.03,0.0,0.0,0.12,0.05
primefaces.csv,1.0,0.49,0.87,0.39,0.59,0.49,0.33,0.18,0.39,0.44,0.56,0.82,0.84,0.67,0.92,0.69,0.16,1.0,0.47,0.68
rohxel.csv,1.0,0.76,0.81,0.54,1.0,0.74,0.85,0.82,0.79,0.11,0.85,0.96,0.97,0.33,0.92,0.89,0.35,0.82,0.78,0.74
roller.csv,1.0,0.59,0.66,0.5,0.36,0.36,0.67,0.64,0.92,0.11,1.0,0.45,0.77,0.67,0.3,0.42,0.23,0.32,0.38,0.26
sevenupdate.csv,1.0,1.0,0.98,0.86,0.31,1.0,0.95,0.18,1.0,1.0,0.35,0.94,0.99,0.0,1.0,1.0,1.0,0.35,0.38,0.37
soar.csv,1.0,0.73,0.74,0.57,0.64,0.88,0.7,0.82,0.82,0.44,0.61,0.77,0.97,0.33,0.92,1.0,0.94,0.8,0.97,0.84
web-cat.csv,0.0,0.45,0.15,0.46,0.38,0.47,0.42,0.36,0.42,0.78,0.48,0.47,0.17,0.33,0.62,0.69,0.81,0.42,0.53,1.0
xcf.csv,1.0,0.45,0.51,0.75,0.74,0.71,0.48,0.5,0.66,0.37,0.76,0.64,0.64,0.67,0.73,0.5,0.68,0.75,0.97,0.89
xfce.csv,0.0,0.82,0.72,0.64,0.56,0.7,0.85,0.68,0.82,0.74,0.75,0.72,0.97,1.0,0.38,0.33,0.42,0.62,0.69,0.79
