,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.42,0.45,0.56,0.32,0.73,0.52,0.52,0.57,0.21,0.58,1.0,0.31,0.71,0.34,0.62,0.28,0.83,0.74
beast-mcmc.csv,0.98,0.53,0.54,0.22,0.79,0.58,0.62,0.45,0.22,0.67,0.33,0.38,0.75,0.38,0.77,0.43,0.86,1.0
cuberok.csv,0.35,0.5,0.53,0.28,0.74,0.5,0.52,1.0,0.27,0.53,0.28,0.34,0.61,0.31,0.48,0.33,0.81,0.83
exist.csv,0.39,0.47,0.68,0.34,0.85,0.4,0.68,0.48,0.2,0.74,0.33,0.44,0.98,0.38,0.38,0.5,0.81,0.88
ingex.csv,0.22,0.25,0.5,0.0,0.6,0.43,0.53,0.14,0.0,0.34,0.0,0.75,0.54,0.14,0.83,1.0,0.83,0.38
javaprofiler.csv,0.37,0.35,0.6,0.17,0.72,0.53,0.61,0.43,0.25,0.57,0.4,0.37,0.63,0.33,0.57,0.43,0.81,0.99
jbasic.csv,0.44,0.5,0.71,0.35,0.76,0.83,0.63,0.42,0.29,0.97,0.67,0.4,0.74,0.3,0.0,0.29,0.67,0.83
jgnash.csv,0.4,0.55,0.56,0.26,0.68,0.53,0.55,0.33,1.0,0.52,0.46,0.17,0.68,0.46,0.39,0.35,0.88,0.83
jrefactory.csv,0.38,0.34,1.0,0.18,0.57,0.61,0.56,0.41,0.17,0.49,0.28,0.28,0.59,0.41,0.5,0.3,0.84,0.79
jsecurity.csv,0.34,0.55,0.61,1.0,0.79,0.46,0.56,0.47,0.1,0.7,0.5,0.43,0.66,0.38,0.53,0.61,0.79,0.78
libopenmetaverse.csv,0.23,0.32,0.61,0.17,0.62,1.0,0.47,0.27,0.13,0.49,0.29,0.31,0.51,0.28,0.54,0.33,0.77,0.71
mobicents.csv,0.29,0.43,0.51,0.18,0.72,0.54,1.0,0.33,0.12,0.68,0.29,0.29,0.63,0.47,0.47,0.34,0.77,0.66
mp-rechnungs-und-kundenverwaltung.csv,0.34,0.59,0.5,0.34,0.87,0.5,0.71,0.2,0.23,0.55,0.31,0.5,0.67,0.95,0.33,0.25,1.0,0.77
openefm.csv,0.31,1.0,0.56,0.23,0.67,0.43,0.61,0.5,0.17,0.55,0.25,0.25,0.69,0.32,0.48,0.53,0.8,0.58
power-architect.csv,0.32,0.32,0.61,0.23,0.68,0.52,0.58,0.31,0.18,0.38,0.38,0.29,0.58,0.36,0.56,0.38,1.0,0.6
sidekar.csv,0.32,0.39,0.5,0.31,0.97,0.57,0.56,0.49,0.19,0.5,0.37,0.32,0.64,0.34,0.54,0.36,0.82,0.6
wheat.csv,0.34,0.28,0.64,0.16,0.61,0.39,0.52,0.34,0.12,0.33,0.25,0.31,0.55,0.32,1.0,0.48,0.88,0.63
yarp0.csv,0.24,0.26,0.63,0.22,0.59,0.54,0.54,0.4,0.1,0.41,0.22,1.0,0.54,0.28,0.47,0.41,0.71,0.74
