,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.35,0.31,0.45,0.29,0.47,0.46,0.44,0.37,0.54,0.38,0.0,0.24,0.21,0.66,0.21,0.26,0.5,0.19
beast-mcmc.csv,0.01,0.22,0.34,0.24,0.13,0.43,0.27,0.34,0.27,0.09,0.57,0.26,0.16,0.3,0.12,0.52,0.29,0.0
cuberok.csv,0.38,0.28,0.58,0.38,0.29,0.69,0.48,0.0,0.28,0.21,0.48,0.55,0.44,0.64,0.5,0.4,0.43,0.11
exist.csv,0.26,0.3,0.29,0.16,0.13,0.17,0.23,0.37,0.31,0.17,0.21,0.13,0.02,0.43,0.21,0.14,0.5,0.03
ingex.csv,0.45,0.09,0.16,0.02,0.11,0.49,0.31,0.17,0.06,0.32,0.22,0.03,0.15,0.18,0.08,0.0,0.07,0.22
javaprofiler.csv,0.35,0.46,0.45,0.76,0.21,0.8,0.3,0.46,0.27,0.26,0.41,0.58,0.4,0.35,0.38,0.52,0.21,0.03
jbasic.csv,0.14,0.16,0.16,0.08,0.11,0.06,0.17,0.31,0.14,0.03,0.02,0.16,0.12,0.14,0.0,0.3,0.21,0.03
jgnash.csv,0.15,0.15,0.29,0.17,0.18,0.63,0.26,0.23,0.0,0.18,0.12,0.53,0.25,0.14,0.46,0.3,0.07,0.06
jrefactory.csv,0.38,0.34,0.0,0.59,0.76,0.54,0.43,0.54,0.4,0.65,0.53,0.34,0.54,0.45,0.58,0.46,0.43,0.28
jsecurity.csv,0.32,0.07,0.24,0.0,0.16,0.4,0.31,0.29,0.52,0.11,0.05,0.11,0.16,0.39,0.38,0.18,0.29,0.19
libopenmetaverse.csv,0.85,0.87,0.66,0.93,0.87,0.0,0.82,0.54,0.74,0.88,0.83,0.76,0.65,0.74,0.67,0.8,0.79,0.75
mobicents.csv,0.51,0.3,0.55,0.47,0.34,0.31,0.0,0.4,0.43,0.2,0.29,0.26,0.51,0.32,0.33,0.5,0.5,0.31
mp-rechnungs-und-kundenverwaltung.csv,0.18,0.1,0.29,0.12,0.08,0.31,0.15,0.11,0.16,0.14,0.16,0.08,0.16,0.02,0.17,0.06,0.0,0.19
openefm.csv,0.34,0.0,0.71,0.44,0.42,0.69,0.34,0.2,0.6,0.26,0.36,0.32,0.46,0.77,0.5,0.18,0.36,0.22
power-architect.csv,0.51,0.75,0.5,0.53,0.61,0.8,0.54,0.26,0.59,0.56,0.59,0.71,0.68,0.68,0.58,0.5,0.0,0.61
sidekar.csv,0.61,0.33,0.68,0.41,0.05,0.57,0.62,0.54,0.6,0.23,0.38,0.34,0.44,0.65,0.5,0.58,0.64,0.56
wheat.csv,0.41,0.63,0.24,0.47,0.55,0.63,0.5,0.6,0.54,0.48,0.52,0.47,0.54,0.35,0.0,0.46,0.29,0.53
yarp0.csv,0.61,0.37,0.42,0.46,0.58,0.37,0.41,0.26,0.49,0.55,0.62,0.0,0.35,0.54,0.38,0.26,0.79,0.31
