,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,5.0,3.0,2.0,23.0,1.0,1.0,3.0,4.0,15.0,0.0,0.0,7.0,1.0,4.0,1.0,9.0,0.0,1.0
beast-mcmc.csv,0.0,0.0,0.0,8.0,3.0,1.0,4.0,1.0,14.0,0.0,3.0,5.0,2.0,5.0,0.0,2.0,0.0,0.0
cuberok.csv,7.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,12.0,7.0,6.0,2.0,5.0,1.0,1.0,2.0,0.0,0.0
exist.csv,8.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,9.0,0.0,1.0,2.0,0.0,3.0,2.0,4.0,0.0,0.0
ingex.csv,27.0,6.0,4.0,207.0,0.0,0.0,0.0,5.0,169.0,15.0,82.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0
javaprofiler.csv,2.0,5.0,0.0,9.0,0.0,0.0,0.0,3.0,15.0,0.0,1.0,2.0,8.0,7.0,0.0,5.0,0.0,0.0
jbasic.csv,6.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,2.0,0.0,51.0,0.0,2.0,1.0
jgnash.csv,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,2.0,2.0,4.0,0.0,5.0,0.0,0.0
jrefactory.csv,7.0,0.0,0.0,10.0,1.0,0.0,0.0,3.0,31.0,0.0,9.0,1.0,6.0,0.0,3.0,3.0,0.0,0.0
jsecurity.csv,7.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,22.0,1.0,3.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0
libopenmetaverse.csv,11.0,1.0,0.0,11.0,1.0,0.0,0.0,5.0,62.0,0.0,8.0,3.0,9.0,0.0,0.0,3.0,0.0,0.0
mobicents.csv,15.0,1.0,6.0,26.0,1.0,0.0,0.0,7.0,23.0,0.0,4.0,1.0,15.0,2.0,2.0,1.0,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,5.0,2.0,3.0,6.0,0.0,2.0,0.0,1.0,9.0,3.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
openefm.csv,13.0,0.0,2.0,7.0,5.0,4.0,0.0,1.0,38.0,0.0,17.0,11.0,6.0,0.0,0.0,1.0,0.0,0.0
power-architect.csv,6.0,1.0,2.0,22.0,1.0,0.0,0.0,0.0,44.0,0.0,5.0,1.0,10.0,0.0,0.0,3.0,0.0,0.0
sidekar.csv,13.0,0.0,5.0,16.0,0.0,1.0,0.0,6.0,24.0,3.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
wheat.csv,22.0,1.0,2.0,6.0,1.0,0.0,0.0,2.0,40.0,0.0,7.0,3.0,8.0,0.0,0.0,3.0,0.0,0.0
yarp0.csv,7.0,0.0,2.0,8.0,1.0,0.0,0.0,3.0,40.0,0.0,6.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0
