,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.71,0.18,0.0,0.16,1.0,0.97,0.56,1.0,0.35,0.43,0.7,0.64,0.39,0.85,0.47,0.82,0.88,0.04
brlcad.csv,0.63,0.37,0.25,0.16,0.65,0.89,0.39,0.6,0.63,0.56,0.89,0.81,1.0,0.96,0.58,0.87,0.91,0.18
genoviz.csv,0.69,0.2,0.0,0.55,0.0,0.78,0.67,1.0,0.62,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.81,0.71
gnupdate.csv,0.62,0.34,0.17,0.15,0.53,1.0,0.33,0.53,0.37,0.4,0.7,0.63,0.18,0.83,0.51,0.79,0.74,0.1
google-gears.csv,0.7,0.28,0.17,0.12,0.2,0.99,0.31,0.47,0.34,0.41,0.8,0.58,0.24,0.86,0.45,0.75,0.62,0.08
konversation.csv,0.76,0.25,0.27,0.36,0.3,1.0,0.57,0.59,0.42,0.41,0.86,0.63,0.33,0.85,0.52,0.82,0.67,0.06
linux-ntfs.csv,0.7,0.22,0.17,0.14,0.12,0.98,0.36,0.53,0.4,0.38,0.7,0.55,0.21,0.8,0.59,0.79,0.66,0.15
linuxsh.csv,0.67,0.28,0.33,0.24,0.18,1.0,0.36,0.56,0.39,0.5,0.55,0.77,0.29,0.83,0.27,0.95,0.5,0.17
modplug.csv,0.62,0.26,0.17,0.14,0.2,0.98,0.32,0.48,0.41,0.45,0.85,0.6,0.26,0.78,0.5,0.83,0.66,0.1
nativeclient.csv,0.67,0.28,0.17,0.17,0.26,0.98,0.35,0.53,0.43,0.49,0.91,0.6,0.5,0.82,0.49,0.89,0.76,0.11
ogre.csv,0.5,0.24,0.12,0.12,0.23,1.0,0.28,0.37,0.31,0.29,0.73,0.46,0.21,0.76,0.6,0.71,0.59,0.09
openfrag.csv,0.63,0.27,0.23,0.17,0.25,0.91,0.29,0.94,0.39,0.53,0.86,0.78,0.34,0.83,0.45,0.84,0.72,0.09
projecteqemu.csv,0.72,0.3,0.27,0.44,0.3,0.86,0.46,0.66,0.55,0.68,1.0,0.86,1.0,0.94,0.56,1.0,0.79,0.12
qse.csv,0.68,0.57,0.0,0.23,0.0,0.93,0.0,0.82,0.35,0.56,0.7,0.68,0.28,0.91,0.0,1.0,1.0,0.09
sandiaportals.csv,0.64,0.28,0.18,0.21,0.25,0.93,0.35,0.56,0.48,0.61,0.91,0.81,0.47,0.87,0.43,0.93,0.76,0.13
sauerbraten.csv,0.81,0.24,0.17,0.12,0.19,0.98,0.28,0.43,0.4,0.47,0.69,0.56,0.24,0.77,0.47,0.75,0.59,0.03
turbotrader-bos.csv,0.73,0.21,0.4,0.35,0.36,0.89,0.59,0.72,0.56,0.68,0.86,0.82,0.41,0.87,0.45,0.96,0.81,0.12
xapian.csv,0.67,0.16,0.09,0.15,0.24,0.96,0.34,0.55,0.32,0.49,0.81,0.59,0.5,0.75,0.58,0.91,0.61,0.1
