,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.18,0.33,0.31,0.04,0.44
freenet.csv,0.47,0.02,0.56,0.67,0.84
mediaportal.csv,0.35,0.66,0.44,0.7,0.0
onotoa.csv,0.35,0.8,0.0,0.85,0.45
sqlpower-library.csv,0.06,0.68,0.56,0.59,0.8
