,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.57,0.56,0.83,0.04,0.53
freenet.csv,0.55,0.02,0.75,0.7,0.84
mediaportal.csv,0.56,0.81,0.56,0.81,0.07
onotoa.csv,0.61,0.84,0.0,0.88,0.65
sqlpower-library.csv,0.06,0.71,0.64,0.68,0.8
