,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.5,0.56,0.27,0.99,0.67
freenet.csv,0.67,0.99,0.49,0.61,0.48
mediaportal.csv,0.58,0.48,0.63,0.49,0.93
onotoa.csv,0.52,0.48,1.0,0.42,0.53
sqlpower-library.csv,0.99,0.61,0.62,0.59,0.53
