,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.79,0.46,0.72,0.77,0.75,0.66,0.69,0.76,0.77,0.72,0.8,0.42,0.68,0.73,0.61,0.86,0.65,0.62,0.74,0.8
array4j.csv,0.94,0.9,0.49,0.85,0.87,0.74,0.87,0.94,0.63,1.09,0.65,0.85,0.95,0.77,0.96,0.68,0.73,0.78,0.77,0.72
bzbyte.csv,0.67,1.0,1.0,1.0,0.75,0.86,1.0,1.0,1.0,1.0,0.96,0.79,0.96,1.05,1.0,1.0,1.0,0.43,1.0,0.9
capcode.csv,0.68,0.64,0.81,0.84,0.44,0.6,0.88,0.76,0.87,0.65,0.59,0.76,0.93,1.0,0.73,0.49,0.84,0.57,0.8,0.8
fm-classic.csv,0.73,0.72,0.94,0.86,0.82,0.83,1.0,1.0,0.92,0.09,0.86,0.86,0.51,0.8,0.91,0.87,1.0,0.76,0.8,1.01
freenet.csv,0.63,0.34,0.67,0.97,0.8,0.46,0.7,0.82,1.16,1.0,0.87,0.67,0.72,0.99,0.88,0.82,0.54,0.64,0.96,0.88
hannosset.csv,0.88,0.8,0.62,0.78,0.92,0.88,0.89,1.0,0.92,1.01,0.71,0.83,1.0,1.03,0.85,0.74,0.3,0.85,0.88,0.75
haphazard.csv,1.0,0.65,0.65,0.9,0.62,0.7,0.88,0.75,0.62,0.7,0.62,0.78,0.99,0.84,1.08,0.75,0.92,0.57,0.85,0.88
intact.csv,0.54,0.7,0.74,0.8,0.6,0.61,0.46,0.65,0.59,0.82,0.78,0.55,0.53,0.9,0.61,0.98,0.65,0.7,0.9,0.79
ipfire-wall.csv,0.65,0.62,0.95,0.82,0.71,0.8,0.87,0.79,0.88,0.43,0.75,0.69,0.37,0.65,0.75,0.8,1.0,0.72,0.97,0.7
jlinalg.csv,0.69,0.21,0.74,0.74,0.96,0.77,0.73,0.85,0.87,0.81,0.94,0.76,0.6,0.84,0.82,0.83,0.73,0.7,0.99,0.76
nassp.csv,0.51,0.7,0.77,0.95,1.0,0.74,0.84,0.92,0.29,0.67,0.85,0.82,0.63,0.84,0.76,0.71,0.85,0.67,0.88,0.75
ondex.csv,0.89,0.89,0.82,0.95,0.84,0.56,0.67,0.57,0.68,0.7,0.49,0.79,0.66,0.48,0.71,0.91,0.84,0.78,0.5,0.9
optalgtoolkit.csv,0.6,0.87,0.81,0.39,0.6,0.66,0.68,0.8,0.8,0.92,0.86,0.7,0.81,0.6,0.64,0.58,0.83,0.66,0.72,0.88
pustefix.csv,0.58,0.53,1.01,0.9,0.75,0.76,0.79,0.49,0.78,0.78,0.64,0.74,0.66,1.06,0.99,1.0,1.03,0.69,0.81,0.84
soar.csv,1.0,0.41,0.88,0.97,0.71,0.81,0.92,0.98,1.0,0.97,0.71,0.78,1.0,0.99,1.0,0.41,0.93,0.79,0.66,1.01
sqlpower-library.csv,0.44,0.61,0.8,0.64,0.77,0.8,0.61,0.68,1.0,0.71,0.83,0.62,1.0,0.99,0.8,0.58,1.0,0.76,1.0,0.76
super-tux.csv,0.57,0.84,0.83,0.5,0.67,0.86,0.55,0.95,0.64,1.01,0.69,0.66,0.95,0.76,0.08,0.87,0.93,0.91,0.72,0.59
tart.csv,0.81,0.77,0.89,0.67,0.74,0.57,0.57,0.56,0.47,0.47,0.52,0.54,0.85,0.22,0.66,0.95,0.96,0.83,0.58,0.84
web-cat.csv,0.69,1.08,0.85,0.82,0.61,0.77,0.74,0.74,0.83,0.79,0.81,0.68,0.86,0.81,0.45,0.96,0.91,1.01,0.82,0.29
