,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,1.0,0.0,5.0,6.0,22.0,2.0,0.0,1.0,5.0,20.0,13.0,0.0,2.0,19.0,0.0,0.0,3.0,1.0,1.0,0.0
array4j.csv,0.0,0.0,0.0,1.0,10.0,0.0,1.0,4.0,1.0,70.0,6.0,28.0,6.0,10.0,0.0,1.0,13.0,1.0,2.0,4.0
bzbyte.csv,0.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,57.0,29.0,0.0,6.0,8.0,15.0,0.0,55.0,19.0,0.0,195.0,1.0
capcode.csv,0.0,0.0,9.0,3.0,2.0,2.0,6.0,2.0,15.0,13.0,2.0,4.0,8.0,57.0,0.0,0.0,17.0,0.0,1.0,2.0
fm-classic.csv,0.0,0.0,1.0,2.0,7.0,0.0,102.0,84.0,2.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,74.0,0.0,0.0,49.0
freenet.csv,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,26.0,29.0,0.0,5.0,8.0,12.0,0.0,2.0,19.0,0.0,2.0,1.0
hannosset.csv,0.0,3.0,0.0,0.0,7.0,1.0,5.0,84.0,4.0,70.0,1.0,5.0,54.0,93.0,0.0,0.0,8.0,0.0,1.0,1.0
haphazard.csv,0.0,1.0,5.0,1.0,10.0,2.0,6.0,3.0,8.0,15.0,2.0,5.0,6.0,11.0,0.0,0.0,19.0,0.0,2.0,1.0
intact.csv,1.0,0.0,2.0,1.0,13.0,0.0,1.0,7.0,2.0,22.0,8.0,2.0,1.0,20.0,0.0,2.0,10.0,1.0,1.0,0.0
ipfire-wall.csv,0.0,0.0,5.0,0.0,10.0,0.0,3.0,3.0,9.0,15.0,0.0,3.0,2.0,7.0,0.0,0.0,74.0,0.0,0.0,0.0
jlinalg.csv,0.0,0.0,2.0,0.0,18.0,6.0,5.0,7.0,15.0,28.0,0.0,9.0,8.0,36.0,0.0,0.0,5.0,0.0,2.0,1.0
nassp.csv,0.0,1.0,2.0,3.0,82.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,0.0,1.0,1.0
ondex.csv,0.0,0.0,12.0,1.0,5.0,2.0,3.0,2.0,2.0,10.0,0.0,4.0,1.0,4.0,0.0,1.0,6.0,2.0,0.0,0.0
optalgtoolkit.csv,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,12.0,22.0,1.0,3.0,4.0,2.0,0.0,0.0,13.0,2.0,1.0,1.0
pustefix.csv,0.0,0.0,78.0,0.0,17.0,0.0,5.0,0.0,10.0,24.0,0.0,3.0,7.0,93.0,0.0,55.0,74.0,0.0,1.0,3.0
soar.csv,0.0,0.0,5.0,0.0,0.0,2.0,9.0,4.0,18.0,27.0,0.0,7.0,8.0,12.0,0.0,0.0,19.0,0.0,9.0,4.0
sqlpower-library.csv,0.0,0.0,8.0,1.0,0.0,4.0,3.0,1.0,18.0,24.0,0.0,4.0,8.0,11.0,0.0,0.0,19.0,2.0,2.0,0.0
super-tux.csv,0.0,0.0,3.0,0.0,7.0,6.0,1.0,4.0,7.0,70.0,5.0,3.0,6.0,9.0,0.0,0.0,17.0,2.0,0.0,1.0
tart.csv,0.0,1.0,16.0,2.0,17.0,3.0,5.0,4.0,7.0,18.0,0.0,4.0,4.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0
web-cat.csv,0.0,0.0,5.0,1.0,0.0,2.0,0.0,3.0,13.0,25.0,0.0,6.0,5.0,8.0,0.0,0.0,16.0,3.0,2.0,0.0
