,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,twostep.csv,geotools.csv,primefaces.csv,l2j.csv,nunit.csv
calcubetimer.csv,1.0,0.38,0.89,0.6,0.0,0.98,0.74,0.67,0.37,0.67
chaperon.csv,0.26,0.25,0.15,0.0,0.25,0.09,0.09,0.19,0.05,0.23
geotools.csv,0.14,0.11,0.28,0.17,0.75,0.07,0.0,0.07,0.04,0.19
l2j.csv,0.66,0.31,0.8,0.56,0.25,0.69,0.56,0.37,0.01,0.57
mule.csv,0.01,0.09,0.25,0.15,0.0,0.18,0.33,0.04,0.09,0.2
nunit.csv,0.06,0.04,0.17,0.04,0.25,0.09,0.25,0.22,0.12,0.0
primefaces.csv,0.85,0.32,0.77,0.65,0.5,0.67,0.62,0.0,0.32,0.53
springside.csv,0.62,0.02,0.48,0.56,0.25,0.42,0.51,0.63,0.41,0.51
swtfox.csv,0.34,0.76,0.0,0.38,0.25,0.38,0.51,0.26,0.68,0.52
twostep.csv,0.7,0.49,0.66,0.46,0.25,0.0,0.5,0.22,0.42,0.43
