,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,twostep.csv,geotools.csv,primefaces.csv,l2j.csv,nunit.csv
calcubetimer.csv,1.0,0.48,0.92,0.65,0.0,0.98,0.76,0.75,0.54,0.74
chaperon.csv,0.86,0.89,0.64,0.0,0.86,0.93,0.98,0.92,0.91,0.83
geotools.csv,0.78,0.93,0.66,0.77,0.94,0.81,0.05,0.93,0.9,0.8
l2j.csv,0.69,0.55,0.91,0.62,0.54,0.73,0.6,0.56,0.02,0.64
mule.csv,0.01,0.68,0.88,0.52,0.71,0.53,0.62,0.85,0.78,0.59
nunit.csv,0.76,0.94,0.74,1.0,0.72,0.58,0.79,0.98,0.83,0.05
primefaces.csv,0.87,0.46,0.9,0.69,0.8,0.71,0.76,0.0,0.66,0.59
springside.csv,0.64,0.03,0.75,0.62,0.51,0.46,0.59,0.66,0.65,0.61
swtfox.csv,0.84,0.99,0.03,0.62,0.79,0.82,0.78,0.89,0.83,0.87
twostep.csv,0.74,0.65,0.91,0.88,0.51,0.04,0.55,0.78,0.69,0.66
