,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,twostep.csv,geotools.csv,primefaces.csv,l2j.csv,nunit.csv
calcubetimer.csv,0.38,0.49,0.35,0.5,0.43,0.42,0.4,0.34,0.41,0.38
chaperon.csv,0.98,0.97,0.96,0.75,0.91,0.83,0.95,0.89,0.95,0.98
geotools.csv,0.85,0.93,0.62,0.78,0.78,0.88,0.69,0.8,0.95,0.87
l2j.csv,0.35,0.47,0.36,0.4,0.4,0.41,0.34,0.42,0.45,0.38
mule.csv,0.47,0.92,0.82,0.78,0.5,0.52,0.46,0.86,0.8,0.65
nunit.csv,0.8,0.86,0.86,0.5,0.63,0.73,0.66,0.88,0.84,0.89
primefaces.csv,0.42,0.45,0.46,0.44,0.57,0.42,0.46,0.42,0.58,0.44
springside.csv,0.34,0.58,0.44,0.43,0.41,0.35,0.38,0.37,0.48,0.41
swtfox.csv,0.92,0.7,0.72,0.85,0.93,0.88,0.73,0.92,0.66,0.63
twostep.csv,0.41,0.52,0.4,0.52,0.38,0.48,0.43,0.75,0.5,0.47
