,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,twostep.csv,geotools.csv,primefaces.csv,l2j.csv,nunit.csv
calcubetimer.csv,0.75,0.57,0.48,0.17,1.0,0.53,0.45,0.62,0.69,0.33
chaperon.csv,0.27,0.18,0.46,1.0,0.3,0.12,0.04,0.16,0.17,0.19
geotools.csv,0.35,0.12,0.43,0.15,0.58,0.29,0.98,0.13,0.18,0.23
l2j.csv,0.73,0.51,0.4,0.18,0.67,0.52,0.49,0.63,0.99,0.36
mule.csv,0.99,0.43,0.19,0.31,0.44,0.55,0.41,0.26,0.35,0.4
nunit.csv,0.38,0.11,0.35,0.0,0.48,0.54,0.26,0.08,0.29,0.97
primefaces.csv,0.68,0.58,0.38,0.16,0.53,0.53,0.36,1.0,0.54,0.4
springside.csv,0.75,0.97,0.39,0.18,0.7,0.64,0.48,0.72,0.6,0.37
swtfox.csv,0.32,0.26,0.99,0.17,0.39,0.28,0.3,0.23,0.6,0.18
twostep.csv,0.69,0.45,0.31,0.07,0.7,0.98,0.52,0.36,0.56,0.32
