,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,esmf.csv,mule.csv,jsecurity.csv,delphilhlplib.csv,piccolo2d.csv,libopenmetaverse.csv,gbif-indexingtoolkit.csv,mptvseries.csv,vars-redux.csv
avifile.csv,0.0,0.0,101.0,0.0,9.0,238.0,207.0,70.0,94.0,0.0,1.0,4.0,1.0
delphilhlplib.csv,0.0,0.0,81.0,0.0,9.0,0.0,11.0,0.0,36.0,0.0,2.0,3.0,2.0
esmf.csv,1.0,0.0,18.0,3.0,0.0,0.0,24.0,1.0,25.0,1.0,11.0,7.0,3.0
gbif-indexingtoolkit.csv,69.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,16.0,0.0,0.0,2.0,0.0
jgameai.csv,69.0,0.0,101.0,0.0,6.0,0.0,17.0,0.0,8.0,2.0,5.0,2.0,0.0
jsecurity.csv,69.0,0.0,101.0,2.0,14.0,2.0,0.0,1.0,13.0,1.0,0.0,2.0,2.0
libopenmetaverse.csv,2.0,0.0,72.0,0.0,17.0,0.0,11.0,1.0,35.0,0.0,2.0,4.0,2.0
mptvseries.csv,7.0,0.0,44.0,1.0,4.0,1.0,2.0,0.0,7.0,0.0,1.0,0.0,5.0
mule.csv,5.0,0.0,101.0,5.0,3.0,0.0,1.0,1.0,7.0,3.0,4.0,1.0,2.0
piccolo2d.csv,69.0,0.0,101.0,1.0,159.0,0.0,7.0,0.0,0.0,0.0,0.0,49.0,1.0
vars-redux.csv,10.0,0.0,101.0,5.0,7.0,2.0,7.0,0.0,1.0,0.0,1.0,3.0,0.0
werx.csv,3.0,0.0,83.0,0.0,22.0,0.0,11.0,1.0,36.0,0.0,2.0,6.0,2.0
