,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.7,0.59,0.59,0.92,0.97,0.54,0.81,0.94,0.95,0.7,0.96
libtorrent.csv,0.41,0.4,0.36,0.46,0.35,0.36,0.46,0.5,0.32,0.31,0.37
mcmc-jags.csv,0.41,0.41,0.77,0.8,0.45,0.47,0.47,0.52,0.45,0.35,0.36
natpad.csv,0.54,0.41,0.43,0.55,0.42,0.48,0.49,0.49,0.49,0.35,0.55
nebuladevice.csv,0.94,0.67,0.97,0.71,0.96,0.8,0.83,0.92,0.93,0.96,0.95
olap-navigator.csv,0.54,0.48,0.49,0.79,0.42,0.42,0.48,0.53,0.61,0.36,0.44
pidgin.csv,0.53,0.41,0.4,0.53,0.4,0.44,0.49,0.48,0.42,0.41,0.37
salasaga.csv,0.48,0.39,0.46,0.44,0.5,0.4,0.57,0.95,0.34,0.36,0.54
sepgsql.csv,0.69,0.74,0.96,0.61,0.87,0.67,0.95,0.95,0.58,0.98,0.82
xstore.csv,0.47,0.43,0.5,0.71,0.43,0.51,0.51,0.53,0.47,0.36,0.44
xtreemfs.csv,0.48,0.48,0.48,0.82,0.4,0.44,0.46,0.55,0.65,0.34,0.41
