,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.77,0.0,0.63,0.9,0.81,0.75,0.77,0.86,0.9,0.73,0.87
libtorrent.csv,0.78,0.8,0.76,0.39,0.73,0.06,0.76,0.84,0.74,0.9,0.68
mcmc-jags.csv,0.52,0.81,0.74,0.0,0.47,0.58,0.59,0.51,0.63,0.56,0.55
natpad.csv,0.71,0.6,0.64,0.55,0.62,0.73,0.5,0.47,0.72,0.52,0.04
nebuladevice.csv,0.78,0.91,0.82,0.81,0.88,0.75,0.87,1.0,0.07,0.95,0.86
olap-navigator.csv,0.03,0.74,0.56,0.42,0.51,0.45,0.62,0.68,0.7,0.39,0.54
pidgin.csv,0.71,0.75,0.58,0.54,0.03,0.55,0.47,0.63,0.67,0.62,0.49
salasaga.csv,1.02,0.91,0.91,1.0,0.97,1.01,0.97,0.21,0.94,1.02,0.93
sepgsql.csv,1.08,0.53,0.15,1.09,0.82,1.02,0.85,0.79,0.79,1.02,0.99
xstore.csv,0.53,0.86,0.63,0.49,0.58,0.65,0.07,0.59,0.73,0.54,0.66
xtreemfs.csv,0.44,0.64,0.46,0.65,0.47,0.48,0.47,0.58,0.73,0.02,0.45
