,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.44,1.0,0.1,0.15,0.32,0.58,0.36,0.17,0.11,0.45,0.23
libtorrent.csv,0.72,0.55,0.11,0.59,0.82,0.99,0.65,0.28,0.32,0.89,0.6
mcmc-jags.csv,0.69,0.46,0.08,1.0,0.72,0.64,0.68,0.36,0.31,0.87,0.6
natpad.csv,0.47,0.59,0.1,0.48,0.68,0.6,0.65,0.38,0.25,0.89,0.97
nebuladevice.csv,0.36,0.16,0.15,0.27,0.22,0.39,0.23,0.0,0.97,0.11,0.23
olap-navigator.csv,0.98,0.43,0.13,0.62,0.75,0.72,0.68,0.28,0.26,0.91,0.57
pidgin.csv,0.49,0.54,0.12,0.47,0.99,0.7,0.67,0.29,0.31,0.79,0.63
salasaga.csv,0.72,0.56,0.06,0.42,0.63,0.83,0.53,0.88,0.28,0.8,0.45
sepgsql.csv,0.31,0.58,0.92,0.15,0.36,0.53,0.27,0.26,0.21,0.11,0.22
xstore.csv,0.64,0.38,0.11,0.55,0.7,0.56,0.97,0.31,0.24,0.89,0.61
xtreemfs.csv,0.72,0.49,0.15,0.38,0.7,0.69,0.75,0.32,0.24,1.0,0.63
