,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.36,1.0,0.56,0.16,0.24,0.45,0.3,0.17,0.16,0.34,0.22
libtorrent.csv,0.54,0.52,0.59,0.77,0.62,0.98,0.57,0.47,0.6,0.35,0.65
mcmc-jags.csv,0.62,0.49,0.37,1.0,0.64,0.52,0.67,0.62,0.58,0.73,0.67
natpad.csv,0.38,0.66,0.61,0.68,0.6,0.47,0.64,0.71,0.48,0.75,0.98
nebuladevice.csv,0.27,0.11,0.23,0.24,0.15,0.29,0.16,0.0,0.94,0.07,0.19
olap-navigator.csv,0.98,0.46,0.74,0.64,0.67,0.62,0.66,0.6,0.43,0.82,0.63
pidgin.csv,0.42,0.57,0.7,0.56,0.99,0.59,0.64,0.62,0.62,0.64,0.7
salasaga.csv,0.0,0.34,0.41,0.0,0.32,0.0,0.31,0.82,0.26,0.0,0.35
sepgsql.csv,0.24,0.6,0.88,0.25,0.29,0.32,0.23,0.25,0.41,0.07,0.25
xstore.csv,0.55,0.42,0.64,0.57,0.61,0.45,0.94,0.53,0.43,0.75,0.67
xtreemfs.csv,0.65,0.52,0.75,0.44,0.61,0.59,0.76,0.53,0.37,0.99,0.67
