,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.62,0.65,1.03,1.0,0.47,0.63,0.87,0.77,0.58,0.61,0.58,0.58,0.67,0.58,0.69,0.76,0.47,0.58,0.64,1.2
blogentis.csv,0.73,0.85,0.89,0.82,1.03,0.61,0.44,0.81,0.98,0.33,0.75,0.84,0.97,0.43,0.95,0.73,0.61,0.82,0.85,1.06
carabiner.csv,0.62,0.86,0.84,0.72,0.46,0.92,0.66,0.71,1.1,0.62,0.77,0.73,0.59,0.87,0.62,0.77,0.78,0.56,0.67,0.6
continuum-ide.csv,1.01,0.83,0.81,0.75,1.17,0.91,0.63,0.84,1.01,0.05,0.58,0.8,0.89,0.54,0.37,0.72,0.91,0.95,0.8,0.39
emulemorph.csv,1.0,0.76,0.78,0.64,0.72,0.85,0.62,1.0,0.91,1.1,0.87,0.8,0.38,0.67,0.83,0.91,0.91,0.98,0.72,1.1
free-evolution.csv,0.38,1.0,0.74,0.62,0.5,0.5,0.7,0.79,0.72,0.67,0.5,0.29,0.55,0.6,0.84,0.77,0.67,0.58,0.52,0.98
gtad.csv,0.18,0.59,0.83,0.76,0.86,0.56,0.65,0.94,0.9,0.36,0.65,0.6,0.57,0.63,0.73,0.44,0.83,0.78,0.74,1.02
htmlunit.csv,0.49,0.84,0.92,0.59,0.67,0.58,0.78,0.84,0.68,0.66,0.44,0.18,0.58,0.35,0.67,0.74,0.69,0.63,0.65,1.23
jaxen.csv,0.85,0.86,0.9,0.58,1.01,0.64,0.83,0.87,0.38,0.89,0.59,0.11,0.91,0.78,0.87,0.79,0.87,0.89,0.67,1.26
jsr308-langtools.csv,1.0,0.95,1.0,1.0,1.0,0.98,1.0,1.0,0.82,1.0,1.0,1.0,1.0,0.11,1.0,1.0,0.94,1.0,1.0,1.02
jvcl.csv,0.53,0.9,0.75,0.49,0.78,0.74,0.62,0.94,0.45,1.04,0.81,0.51,0.6,0.94,0.64,0.79,0.82,0.81,0.73,1.15
kaffeine.csv,0.96,0.85,0.92,0.99,0.15,0.53,0.6,0.74,1.03,0.44,0.58,0.57,0.94,1.0,0.92,0.56,0.51,0.68,0.68,0.56
m-m-m.csv,0.55,0.72,0.91,0.86,0.73,0.8,0.92,0.45,0.88,0.98,0.85,0.99,1.01,0.82,0.84,0.91,0.86,0.98,0.64,0.38
motu.csv,0.75,0.7,0.85,0.94,0.91,0.91,0.99,0.87,1.01,1.0,0.99,1.0,0.68,0.91,0.7,0.57,0.7,0.54,0.68,0.99
nh3d.csv,1.0,0.63,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0
sarasvati.csv,0.6,0.75,0.62,1.0,0.88,0.35,0.85,0.81,0.97,0.26,0.71,0.92,1.03,0.57,0.58,0.65,0.56,0.58,0.74,0.22
taokgame.csv,0.55,0.97,1.0,0.68,0.9,0.95,0.75,0.94,0.1,1.09,0.89,0.63,0.59,0.81,0.81,1.0,0.82,0.72,0.73,1.01
wgs-assembler.csv,0.27,0.53,0.75,0.9,0.69,0.52,0.66,0.94,0.46,0.75,0.6,0.33,0.85,0.33,0.63,0.64,0.63,0.37,0.57,0.32
