,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,835.5,93.5,16034.0,1983.0,96.5,197.5,294.0,89.5,1971.5,2030.0,99.0,808.5,2205.0,194.0,193.0,285.5,1041.5,97.5,274.5,3791.5
blogentis.csv,1175.5,99.0,198.0,740.0,98.5,376.5,95.5,184.0,1764.5,969.0,99.0,624.0,2330.0,95.5,292.0,165.0,1579.0,410.0,1129.0,2315.5
carabiner.csv,189.0,99.0,6750.5,552.0,96.5,1025.0,193.0,97.5,3372.5,2043.0,99.0,806.5,1751.0,92.5,193.0,265.5,96.5,426.0,837.5,2963.0
continuum-ide.csv,461.0,92.5,5562.5,1319.0,94.5,503.0,95.5,184.0,479.0,189.5,99.0,169.0,955.0,92.5,193.0,227.5,209.0,54.5,553.5,2097.5
emulemorph.csv,0.0,475.5,5560.0,170.0,96.5,190.0,193.0,0.0,271.5,1125.5,85.5,262.5,958.0,163.0,193.0,951.0,96.5,1498.0,651.0,2116.0
free-evolution.csv,388.5,99.0,198.0,1206.0,92.5,98.5,294.0,89.5,2762.5,1776.0,99.0,273.5,1949.0,291.5,193.0,285.5,1666.0,97.5,749.0,4818.5
gtad.csv,93.5,99.0,6837.0,324.0,46.5,98.5,292.0,69.5,463.5,1144.5,93.5,178.0,1264.0,92.5,95.5,285.5,531.0,272.5,490.0,1429.0
htmlunit.csv,93.5,99.0,9465.5,727.0,92.5,98.5,292.0,73.5,1355.0,2071.0,98.5,373.0,2305.5,92.5,95.5,285.5,289.5,97.5,454.5,3688.0
jaxen.csv,678.0,99.0,198.0,718.0,98.5,98.5,294.0,88.5,1231.5,2718.5,99.0,459.5,4012.5,190.0,292.0,191.0,487.5,293.0,463.0,3990.0
jsr308-langtools.csv,678.0,128.0,0.0,0.0,98.5,197.5,294.0,97.5,3016.0,2892.0,0.0,1454.0,0.0,95.5,292.0,285.5,390.0,196.5,1315.0,1558.5
jvcl.csv,93.5,189.0,99.0,790.5,46.5,98.5,294.0,97.5,1048.5,1165.0,189.0,550.0,1446.5,73.5,95.5,238.5,192.0,97.5,223.5,2823.0
kaffeine.csv,383.0,92.5,9473.5,1887.5,98.5,197.5,193.0,184.0,2211.0,1465.5,99.0,808.5,3039.0,291.5,292.0,285.5,291.5,181.0,1226.5,3151.5
m-m-m.csv,93.5,99.0,99.0,1601.0,88.5,197.5,294.0,184.0,3361.5,2804.5,97.5,1454.0,1790.5,291.5,193.0,285.5,389.0,196.5,356.0,1851.0
motu.csv,93.5,99.0,198.0,1890.5,96.5,866.0,294.0,97.5,3366.0,403.5,99.0,1454.0,2021.5,194.0,179.0,168.0,486.5,97.5,838.5,4945.0
nh3d.csv,678.0,99.0,99.0,0.0,98.5,197.5,294.0,97.5,4002.5,2892.0,284.5,1454.0,91.0,288.5,292.0,285.5,487.5,196.5,1315.0,4960.5
sarasvati.csv,869.5,93.5,7147.5,1695.5,84.5,483.0,362.0,184.0,1701.0,972.0,97.5,1615.0,1284.0,191.0,91.5,363.0,1082.5,97.5,177.0,1236.0
taokgame.csv,385.0,78.5,0.0,1066.0,46.5,658.0,194.5,88.5,106.0,1359.0,190.0,542.0,1774.0,88.5,235.5,106.0,2050.0,97.5,85.5,830.0
wgs-assembler.csv,93.5,282.5,99.0,1607.0,88.5,98.5,95.5,89.5,1439.5,2321.5,98.5,543.0,698.5,191.0,95.5,285.5,192.0,271.5,557.0,1994.5
