,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.44,0.35,0.49,0.31,0.42,0.47,0.35,0.5,0.47,0.42,0.53,0.42,0.37,0.57,0.3,0.33,0.6,0.47,0.49,0.33
blogentis.csv,0.64,0.39,0.6,0.95,0.5,0.67,0.5,0.37,0.48,0.62,0.35,0.71,0.59,0.48,0.33,0.73,0.53,0.89,0.59,0.51
carabiner.csv,0.35,0.29,0.35,0.51,0.39,0.89,0.4,0.43,0.44,0.41,0.35,0.45,0.34,0.83,0.3,0.46,0.48,0.54,0.43,0.37
continuum-ide.csv,0.91,0.94,0.99,0.34,0.87,0.91,0.92,0.43,0.9,0.75,0.53,0.86,0.97,0.58,0.43,0.69,0.83,0.5,0.88,0.46
emulemorph.csv,0.0,0.47,0.99,0.86,0.67,0.85,0.76,0.0,0.91,0.68,0.93,0.83,0.51,0.58,0.88,0.94,0.92,0.85,0.84,0.47
free-evolution.csv,0.52,0.32,0.43,0.4,0.46,0.46,0.37,0.4,0.37,0.48,0.35,0.57,0.53,0.38,0.28,0.41,0.44,0.41,0.59,0.27
gtad.csv,0.67,0.36,0.38,0.95,0.86,0.68,0.38,0.67,0.88,0.48,0.84,0.8,0.48,0.55,0.47,0.41,0.73,0.8,0.67,0.73
htmlunit.csv,0.32,0.28,0.35,0.36,0.44,0.48,0.34,0.75,0.52,0.39,0.46,0.6,0.34,0.36,0.3,0.36,0.46,0.5,0.49,0.32
jaxen.csv,0.4,0.36,0.54,0.4,0.44,0.58,0.43,0.74,0.74,0.38,0.51,0.79,0.47,0.49,0.39,0.44,0.41,0.47,0.71,0.33
jsr308-langtools.csv,0.34,0.8,0.0,0.0,0.4,0.41,0.38,0.56,0.36,0.37,0.0,0.4,0.0,0.36,0.32,0.37,0.37,0.4,0.45,0.76
jvcl.csv,0.86,0.86,0.0,0.76,0.73,0.95,0.59,0.67,0.74,0.67,0.97,0.59,0.58,0.75,0.53,0.75,0.94,0.72,0.93,0.47
kaffeine.csv,0.34,0.92,0.34,0.31,0.36,0.44,0.33,0.39,0.4,0.43,0.33,0.35,0.38,0.42,0.28,0.36,0.47,0.58,0.43,0.34
m-m-m.csv,0.44,0.55,0.55,0.42,0.55,0.43,0.41,0.71,0.42,0.38,0.45,0.41,0.58,0.58,0.37,0.38,0.44,0.4,0.53,0.62
motu.csv,0.35,0.33,0.47,0.31,0.49,0.45,0.38,0.51,0.38,0.8,0.37,0.4,0.35,0.42,0.38,0.67,0.46,0.47,0.44,0.28
nh3d.csv,0.34,0.52,0.83,0.0,0.4,0.41,0.38,0.56,0.37,0.37,0.96,0.4,0.75,0.44,0.32,0.37,0.37,0.4,0.45,0.28
sarasvati.csv,0.48,0.88,0.6,0.48,0.83,0.68,0.64,0.69,0.6,0.71,0.59,0.42,0.81,0.54,0.42,0.48,0.6,0.62,0.79,0.88
taokgame.csv,0.88,0.5,0.0,0.62,0.8,0.93,0.84,0.67,0.94,0.67,0.96,0.95,0.56,0.92,0.79,0.75,0.63,0.8,0.93,0.93
wgs-assembler.csv,0.52,0.44,0.42,0.33,0.47,0.44,0.42,0.67,0.53,0.38,0.65,0.46,0.94,0.35,0.43,0.37,0.41,0.52,0.53,0.5
