,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.78,1.0,0.34,0.65,0.84,0.65,0.91,0.84,0.82,0.91,0.9
arsenal-1.csv,0.97,0.43,0.87,0.8,1.0,0.62,0.85,1.04,0.85,0.9,0.71
barracudamvc.csv,0.39,0.97,1.0,1.0,1.0,1.0,0.9,0.9,0.89,0.72,0.96
cascading.csv,0.81,0.61,0.67,0.71,0.67,0.65,0.59,0.73,0.51,0.76,0.67
emisview.csv,0.71,0.54,0.46,0.4,0.81,0.57,0.87,0.91,0.8,0.92,0.76
jitterbit.csv,0.84,1.0,0.53,0.76,0.69,0.37,0.99,0.73,0.69,0.86,0.53
jppf-project.csv,0.74,0.97,0.84,0.95,0.71,0.86,0.83,0.37,0.73,0.75,0.54
mevenide.csv,0.9,0.9,0.91,0.96,0.98,0.68,0.9,0.69,0.85,0.89,0.34
mycila.csv,0.84,0.92,0.93,0.99,0.92,0.93,0.38,0.69,0.68,0.68,0.92
ontopia.csv,0.85,0.71,0.74,0.73,0.81,0.85,0.55,0.77,0.91,0.29,0.87
trackit.csv,0.93,1.0,0.71,0.76,0.57,0.72,0.91,0.96,0.99,0.77,0.97
