,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.85,0.69,0.56,0.56,0.44,0.64,0.63,0.87,0.98
bzbyte.csv,1.0,1.0,0.64,1.0,1.0,0.96,0.6,0.36,1.0
encog-java.csv,0.39,0.89,0.97,0.8,0.73,0.86,0.89,0.92,0.97
galaxium.csv,0.59,0.48,0.68,0.5,0.68,0.71,0.26,0.59,0.54
h2database.csv,0.48,0.37,0.87,0.46,0.76,0.77,0.66,0.71,0.81
haphazard.csv,0.86,0.9,0.57,0.76,0.84,0.55,1.02,0.75,0.84
jaql.csv,0.53,0.58,0.66,0.4,0.58,0.75,0.49,0.61,0.61
raven-monitoring.csv,0.79,0.8,0.42,0.7,0.97,0.55,0.89,0.82,0.77
v8.csv,0.93,0.62,0.94,0.91,0.96,0.85,0.71,0.79,0.23
