,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.06,0.04,0.27,0.48,0.8,0.2
flylinkdc.csv,0.73,0.68,0.71,0.76,0.68,0.66
ltp.csv,0.5,0.6,0.72,0.53,0.58,0.19
pfaedit.csv,0.67,0.69,0.2,0.76,0.64,0.89
powerfolder-.csv,0.61,0.72,0.21,0.11,0.58,0.86
qtwin.csv,0.0,0.51,0.0,0.0,0.09,0.98
