,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.61,0.73,0.66,0.21,0.77,0.6,0.67,0.94,0.81,0.6,0.68,0.9,1.02,1.03,0.73,0.78,0.61,0.73,0.81,0.92
encog-cs.csv,0.85,0.69,0.66,0.91,0.97,0.99,1.0,1.01,0.48,0.82,0.92,0.96,0.32,0.76,0.74,0.85,0.96,0.79,0.74,0.67
extprosys.csv,0.67,1.02,0.4,0.65,0.87,0.82,0.81,0.97,0.95,0.96,0.62,0.96,1.12,0.9,0.89,0.69,0.88,0.7,0.78,0.72
freewrl.csv,0.93,0.78,0.93,0.77,0.66,0.71,0.91,0.77,0.56,0.79,0.93,0.37,1.05,0.47,0.56,0.56,0.88,0.59,0.63,0.74
fulguro.csv,0.83,0.85,0.86,0.8,0.77,0.94,0.65,0.95,0.81,1.0,0.76,0.84,1.21,0.97,0.8,0.93,0.72,0.87,0.89,0.47
geotools.csv,1.21,1.02,0.53,0.6,0.67,0.85,0.68,0.65,0.8,0.91,0.95,0.82,0.3,1.05,0.63,0.7,0.7,0.53,0.77,0.82
ibatisdb.csv,1.01,0.79,0.78,0.82,0.68,0.68,0.77,0.81,0.67,0.71,0.94,0.89,0.79,0.71,0.81,0.28,0.97,0.87,0.63,1.01
intact.csv,1.13,0.88,0.77,0.62,0.67,0.52,0.84,0.68,0.48,0.98,0.77,0.93,1.15,0.61,0.74,0.66,0.98,0.62,0.76,0.61
japano.csv,1.27,1.01,0.71,0.94,0.73,0.8,1.0,0.35,0.93,0.75,0.87,1.0,0.32,0.92,0.9,0.82,0.82,0.82,0.67,0.66
miranda-icq.csv,1.06,0.7,0.61,0.51,0.64,0.61,0.9,0.82,0.88,0.53,0.71,0.89,1.05,0.61,0.66,0.63,0.99,0.6,0.87,0.61
ofbiz.csv,1.21,0.7,0.87,0.7,0.8,0.8,0.72,0.62,0.58,0.89,0.66,0.96,0.4,0.45,0.42,0.77,1.01,0.61,0.72,0.64
opennms.csv,0.47,0.95,0.96,0.9,0.39,0.87,0.63,0.94,0.8,0.93,0.67,0.75,0.94,0.77,0.68,0.89,0.97,0.66,1.0,0.91
papertoolkit.csv,1.16,0.86,0.85,0.83,0.87,0.81,0.87,0.85,0.74,0.97,0.7,0.9,0.8,0.2,0.75,0.89,0.78,0.84,0.91,0.91
rohxel.csv,0.43,0.76,0.62,0.68,0.75,0.69,0.53,0.57,0.79,0.81,0.65,0.59,0.52,1.0,0.85,0.55,0.94,0.74,1.0,0.77
roolo.csv,1.25,0.73,0.8,0.72,0.81,0.85,0.76,0.82,0.77,0.66,0.37,0.93,0.29,0.73,0.79,0.99,0.85,0.81,0.72,0.83
sevenupdate.csv,1.0,0.3,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83,0.95,1.0,1.0,0.96,1.0,0.88
soar.csv,0.63,0.91,1.0,0.66,0.89,0.95,0.74,1.0,0.87,1.0,0.91,0.88,1.0,0.92,0.89,0.9,0.45,0.9,1.01,1.0
web-cat.csv,1.17,0.78,0.68,0.8,0.81,0.61,0.63,0.79,0.86,0.77,0.87,1.0,1.03,0.64,0.65,0.59,0.96,0.69,0.33,0.92
