,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.93,0.99,0.35,0.53,0.95
elmo.csv,0.49,0.48,0.64,0.6,0.5
mscore.csv,0.7,0.63,0.56,0.69,0.41
tolven.csv,0.83,0.49,0.44,0.34,0.8
xbplayer.csv,1.01,0.4,0.48,0.5,0.58
