,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.14,0.47,0.77,0.59,0.71
elmo.csv,0.22,0.56,0.64,0.44,0.65
mscore.csv,0.13,0.55,0.75,0.52,0.73
tolven.csv,0.09,0.54,0.74,0.64,0.33
xbplayer.csv,0.0,0.62,0.66,0.58,0.57
