,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.97,0.27,0.14,0.44,0.06,0.44,0.0,0.38,0.19,0.36,0.27,0.15
bigdata.csv,0.11,0.74,0.24,0.28,0.04,0.56,0.04,0.32,0.34,1.0,0.0,0.42
calcubetimer.csv,0.39,0.76,0.14,0.27,0.24,1.0,0.06,0.36,0.26,0.89,0.17,0.34
jas.csv,0.11,0.09,0.09,0.11,0.03,0.04,0.18,0.0,0.17,0.09,1.0,0.13
jbpm.csv,0.1,0.06,0.34,0.06,0.97,0.54,0.0,0.0,0.15,0.52,0.1,0.26
jgossipforum.csv,0.0,0.07,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0
joustsim.csv,0.06,0.48,0.15,0.09,0.33,0.35,0.2,1.0,0.22,0.55,0.42,0.37
madman.csv,0.25,0.35,0.45,0.1,0.11,0.16,0.18,0.25,0.94,0.15,0.17,0.34
mule.csv,0.08,0.99,0.21,0.4,0.14,0.35,0.05,0.43,0.27,0.62,0.18,0.3
nunit.csv,0.2,0.51,0.11,0.19,0.22,0.6,0.0,0.15,0.07,0.68,0.22,0.94
piccolo2d.csv,0.33,0.05,0.09,0.92,0.21,0.0,0.0,0.05,0.0,0.14,0.12,0.04
sblim.csv,0.0,0.01,1.0,0.0,0.14,0.19,0.0,0.17,0.0,0.01,0.0,0.21
