,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.0,0.0,7.0,4.0,4.0,0.0,0.0,49.0,51.0,1.0,8.0,0.0,5.0,3.0,0.0
chaperon.csv,0.0,2.0,26.0,3.0,0.0,4.0,1.0,49.0,0.0,1.0,117.0,0.0,0.0,2.0,1.0
co-ode-owl-plugins.csv,0.0,1.0,0.0,0.0,0.0,1.0,1.0,25.0,51.0,0.0,86.0,0.0,3.0,4.0,52.0
e-bio-flow.csv,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,51.0,6.0,41.0,0.0,7.0,2.0,1.0
free-evolution.csv,0.0,0.0,24.0,0.0,0.0,2.0,0.0,24.0,3.0,2.0,37.0,0.0,62.0,0.0,4.0
jaxlib.csv,0.0,2.0,109.0,67.0,0.0,1.0,0.0,0.0,51.0,2.0,117.0,0.0,62.0,0.0,52.0
jmonkeyengine.csv,0.0,4.0,8.0,0.0,0.0,2.0,1.0,7.0,6.0,0.0,117.0,0.0,6.0,12.0,0.0
jmule.csv,1.0,1.0,4.0,0.0,1.0,1.0,1.0,23.0,24.0,2.0,35.0,0.0,3.0,7.0,0.0
kaffeine.csv,0.0,4.0,1.0,1.0,0.0,0.0,1.0,25.0,16.0,0.0,68.0,0.0,5.0,16.0,7.0
nodal.csv,0.0,7.0,2.0,0.0,0.0,3.0,0.0,49.0,51.0,0.0,117.0,0.0,62.0,5.0,0.0
ogrehg.csv,0.0,7.0,14.0,0.0,0.0,1.0,0.0,10.0,20.0,12.0,30.0,0.0,23.0,14.0,6.0
onotoa.csv,0.0,6.0,14.0,0.0,0.0,1.0,1.0,6.0,22.0,13.0,49.0,0.0,21.0,17.0,0.0
papertoolkit.csv,0.0,52.0,109.0,67.0,0.0,81.0,3.0,49.0,51.0,85.0,117.0,0.0,0.0,139.0,0.0
