,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.12,1.0,0.19,0.44,0.24,0.46,0.13,0.0,0.0,0.26,0.07,0.05,0.17,0.11,0.21
chaperon.csv,0.39,0.42,0.04,0.22,0.17,0.1,0.31,0.0,1.0,0.36,0.0,0.3,0.17,0.11,0.32
co-ode-owl-plugins.csv,0.44,0.64,0.94,0.43,0.84,0.52,0.56,0.08,0.0,0.37,0.02,0.85,0.14,0.36,0.0
e-bio-flow.csv,0.34,0.54,0.06,0.46,0.24,1.0,0.45,0.11,0.0,0.19,0.03,0.12,0.15,0.26,0.32
free-evolution.csv,0.39,0.59,0.09,0.46,0.55,0.44,0.43,0.04,0.17,0.16,0.03,0.43,0.0,0.97,0.61
jaxlib.csv,0.12,0.15,0.0,0.0,0.21,0.06,0.13,1.0,0.0,0.08,0.0,0.16,0.0,0.23,0.0
jmonkeyengine.csv,0.85,0.41,0.11,1.0,0.42,0.41,0.54,0.1,0.1,0.36,0.0,0.93,0.1,0.34,0.08
jmule.csv,0.55,0.6,0.34,0.45,0.68,0.58,0.54,0.08,0.05,0.35,0.04,0.71,0.13,0.3,0.98
kaffeine.csv,0.99,0.6,0.16,0.37,0.81,0.52,0.56,0.08,0.14,0.45,0.02,0.98,0.1,0.37,0.62
nodal.csv,0.67,0.55,0.33,0.57,0.58,0.39,0.4,0.0,0.0,1.0,0.0,0.37,0.0,0.32,0.59
ogrehg.csv,0.8,0.5,0.12,0.43,0.61,0.46,0.95,0.07,0.09,0.24,0.04,0.64,0.08,0.33,0.53
onotoa.csv,0.83,0.3,0.2,0.33,1.0,0.47,0.49,0.09,0.12,0.45,0.03,0.81,0.11,0.34,0.08
papertoolkit.csv,0.08,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.15
