,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,1.0,1.0,0.23,0.5,0.69,0.5,0.67,0.0,0.0,0.33,0.04,1.0,0.11,0.4,0.75
chaperon.csv,1.0,0.5,0.04,0.21,0.88,0.18,0.46,0.0,1.0,0.6,0.0,1.0,0.11,0.12,0.46
co-ode-owl-plugins.csv,0.93,0.53,0.94,0.29,0.85,0.36,0.4,0.04,0.0,0.4,0.01,0.99,0.09,0.31,0.0
e-bio-flow.csv,1.0,0.5,0.07,0.75,0.69,1.0,0.44,0.06,0.0,0.21,0.02,1.0,0.1,0.46,0.71
free-evolution.csv,1.0,0.73,0.07,0.37,0.83,0.42,0.49,0.02,0.12,0.14,0.02,1.0,0.0,1.0,0.51
jaxlib.csv,1.0,0.5,0.0,0.0,0.75,0.2,0.62,1.0,0.0,0.33,0.0,1.0,0.0,0.45,0.0
jmonkeyengine.csv,0.97,0.41,0.08,1.0,0.91,0.46,0.41,0.06,0.06,0.28,0.0,0.99,0.06,0.23,1.0
jmule.csv,0.95,0.49,0.21,0.32,0.79,0.45,0.45,0.04,0.03,0.25,0.02,1.0,0.07,0.24,1.0
kaffeine.csv,0.98,0.43,0.1,0.25,0.82,0.37,0.39,0.04,0.08,0.3,0.01,0.99,0.05,0.23,0.45
nodal.csv,0.9,0.44,0.24,0.46,0.86,0.33,0.41,0.0,0.0,1.0,0.0,1.0,0.0,0.27,0.65
ogrehg.csv,0.84,0.43,0.07,0.34,0.79,0.43,0.97,0.04,0.05,0.18,0.02,1.0,0.04,0.22,0.42
onotoa.csv,0.92,0.28,0.12,0.23,1.0,0.4,0.37,0.05,0.07,0.32,0.02,1.0,0.06,0.22,1.0
papertoolkit.csv,1.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
