,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.07,1.0,0.2,0.44,0.18,0.47,0.09,0.0,0.0,0.26,0.94,0.04,0.38,0.07,0.15
chaperon.csv,0.28,0.4,0.07,0.25,0.11,0.09,0.27,0.0,1.0,0.3,0.0,0.22,0.38,0.11,0.29
co-ode-owl-plugins.csv,0.34,0.72,0.95,0.53,0.63,0.0,0.3,0.0,0.0,0.39,0.33,0.0,0.38,0.46,0.0
e-bio-flow.csv,0.24,0.59,0.07,0.38,0.18,1.0,0.49,0.53,0.0,0.2,0.84,0.07,0.38,0.21,0.25
free-evolution.csv,0.28,0.55,0.13,0.61,0.44,0.5,0.42,0.31,0.29,0.2,0.84,0.33,0.0,0.95,0.64
jaxlib.csv,0.07,0.11,0.0,0.0,0.14,0.04,0.09,1.0,0.0,0.05,0.0,0.11,0.0,0.18,0.0
jmonkeyengine.csv,0.79,0.44,0.25,1.0,0.31,0.41,0.57,0.52,0.29,0.52,0.0,0.0,0.37,0.54,0.05
jmule.csv,0.44,0.66,0.67,0.65,0.46,0.69,0.63,0.24,0.26,0.53,0.85,0.6,0.65,0.44,0.97
kaffeine.csv,0.98,0.24,0.34,0.47,0.49,0.39,0.17,0.0,0.54,0.56,0.61,0.0,0.6,0.17,0.0
nodal.csv,0.56,0.6,0.53,0.72,0.47,0.47,0.42,0.0,0.0,1.0,0.0,0.26,0.0,0.42,0.57
ogrehg.csv,0.62,0.56,0.28,0.57,0.47,0.52,0.95,0.5,0.36,0.36,0.88,0.53,0.5,0.53,0.48
onotoa.csv,0.75,0.34,0.44,0.5,1.0,0.55,0.46,0.51,0.42,0.64,0.8,0.73,0.59,0.41,0.05
papertoolkit.csv,0.05,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.1
