,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.67,0.45,0.92,0.71,0.81,0.42,0.93,0.5,0.75,0.8,0.57,0.8,0.89,0.8,0.75
chaperon.csv,0.75,0.75,0.71,0.84,0.88,0.91,0.75,0.75,0.75,0.9,0.92,0.89,0.89,0.96,0.85
co-ode-owl-plugins.csv,0.67,0.35,0.94,0.41,0.37,0.4,0.49,0.3,0.62,0.75,0.37,0.41,0.91,0.64,0.0
e-bio-flow.csv,0.8,0.46,0.93,0.88,0.88,0.6,0.75,0.62,0.75,0.79,0.49,0.92,0.9,0.92,0.86
free-evolution.csv,0.75,0.6,0.68,0.4,0.53,0.58,0.67,0.3,0.75,0.68,0.48,0.65,0.71,0.84,0.4
jaxlib.csv,0.67,0.75,0.0,0.5,0.92,0.8,0.94,0.5,0.75,0.67,0.0,0.94,0.83,0.91,0.0
jmonkeyengine.csv,0.42,0.59,0.63,0.78,0.77,0.75,0.53,0.61,0.75,0.53,0.94,0.37,0.78,0.48,0.0
jmule.csv,0.55,0.34,0.42,0.38,0.36,0.4,0.52,0.32,0.51,0.41,0.39,0.41,0.46,0.56,0.48
kaffeine.csv,0.4,0.29,0.37,0.34,0.31,0.36,0.46,0.3,0.46,0.3,0.36,0.39,0.32,0.46,0.3
nodal.csv,0.45,0.36,0.57,0.54,0.43,0.48,0.82,0.35,0.83,0.74,0.78,0.98,0.86,0.71,0.45
ogrehg.csv,0.43,0.4,0.47,0.52,0.45,0.51,0.65,0.46,0.48,0.55,0.56,0.54,0.4,0.52,0.4
onotoa.csv,0.47,0.64,0.48,0.56,0.39,0.67,0.55,0.48,0.48,0.44,0.6,0.47,0.42,0.47,0.0
papertoolkit.csv,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.5
