,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.06,1.0,0.17,0.39,0.15,0.43,0.07,0.0,0.0,0.22,1.0,0.03,0.33,0.06,0.12
chaperon.csv,0.24,0.36,0.06,0.22,0.09,0.07,0.23,0.0,1.0,0.26,0.0,0.18,0.33,0.09,0.25
co-ode-owl-plugins.csv,0.29,0.82,0.94,0.89,0.84,0.97,0.95,1.0,0.0,0.35,1.0,0.74,0.33,0.42,0.0
e-bio-flow.csv,0.2,0.59,0.06,0.33,0.15,1.0,0.46,0.5,0.0,0.17,1.0,0.06,0.33,0.18,0.21
free-evolution.csv,0.24,0.5,0.11,0.61,0.41,0.47,0.38,0.5,0.25,0.17,1.0,0.28,0.0,0.94,0.75
jaxlib.csv,0.06,0.09,0.0,0.0,0.12,0.03,0.07,1.0,0.0,0.04,0.0,0.09,0.0,0.15,0.0
jmonkeyengine.csv,0.76,0.41,0.22,1.0,0.27,0.37,0.8,0.5,0.25,0.52,0.0,0.87,0.33,0.67,0.04
jmule.csv,0.39,0.77,0.89,0.72,0.59,0.8,0.7,1.0,0.25,0.57,1.0,0.55,0.67,0.42,0.96
kaffeine.csv,1.0,1.0,0.33,0.72,0.8,0.9,0.98,1.0,0.75,0.91,1.0,0.97,0.67,0.94,1.0
nodal.csv,0.53,0.73,0.5,0.72,0.43,0.47,0.39,0.0,0.0,1.0,0.0,0.22,0.0,0.39,0.54
ogrehg.csv,0.76,0.59,0.33,0.56,0.5,0.5,0.94,0.5,0.5,0.35,1.0,0.47,0.67,0.64,0.71
onotoa.csv,0.76,0.32,0.56,0.56,1.0,0.57,0.74,0.5,0.75,0.78,1.0,0.68,1.0,0.79,0.04
papertoolkit.csv,0.04,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.08
