,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.0,0.0,0.11,0.14,0.31,0.25,0.02,0.42,0.08,0.16,0.23,0.0,0.13,0.03,0.03
chaperon.csv,0.0,0.26,0.29,0.3,0.06,0.17,0.18,0.08,0.0,0.06,0.21,0.0,0.13,0.2,0.24
co-ode-owl-plugins.csv,0.09,0.52,0.01,0.8,0.69,1.0,0.92,1.0,0.44,0.19,0.91,1.0,0.17,0.29,0.0
e-bio-flow.csv,0.0,0.42,0.14,0.04,0.31,0.0,0.38,0.31,0.33,0.24,0.48,0.0,0.15,0.07,0.07
free-evolution.csv,0.0,0.13,0.28,0.38,0.38,0.37,0.25,0.88,0.15,0.38,0.49,0.0,0.28,0.0,0.59
jaxlib.csv,0.0,0.06,0.0,0.04,0.19,0.08,0.03,0.0,0.08,0.03,0.01,0.0,0.1,0.06,0.0
jmonkeyengine.csv,0.09,0.42,0.52,0.0,0.12,0.25,0.74,0.35,0.31,0.49,0.29,1.0,0.28,0.7,0.0
jmule.csv,0.09,0.58,0.66,0.54,0.75,0.56,0.55,0.94,0.71,0.6,0.47,0.0,0.43,0.42,0.0
kaffeine.csv,0.09,0.94,0.58,0.8,0.81,0.88,0.96,1.0,0.75,0.78,0.76,1.0,0.58,0.96,1.0
nodal.csv,0.27,0.65,0.3,0.3,0.31,0.54,0.36,0.77,0.12,0.0,0.2,0.0,0.12,0.34,0.24
ogrehg.csv,0.64,0.55,0.82,0.38,0.62,0.38,0.02,0.52,0.83,0.57,0.4,0.0,0.75,0.69,0.79
onotoa.csv,0.27,0.58,0.77,0.66,0.0,0.5,0.82,0.42,0.85,0.62,0.55,0.0,0.78,0.86,0.0
papertoolkit.csv,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
