,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.74,0.12,0.82,0.86,0.97,0.9
jruby.csv,0.61,0.71,0.77,0.8,0.97,0.05
pdfedit.csv,0.81,0.82,0.67,0.0,0.78,0.78
rectracker.csv,0.68,0.84,0.0,0.8,0.63,0.8
wxlua.csv,0.95,0.89,0.65,0.69,0.13,0.81
x4x.csv,0.0,0.66,0.76,0.58,0.9,0.9
