,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.73,0.59,0.92,0.89,0.67,0.85
jruby.csv,0.36,0.48,0.33,0.93,0.92,0.49
pdfedit.csv,0.89,0.62,0.69,0.51,0.81,0.69
rectracker.csv,0.38,0.46,0.41,0.38,0.53,0.5
wxlua.csv,0.42,0.47,0.62,0.45,0.51,0.55
x4x.csv,0.4,0.43,0.94,0.48,0.96,0.5
