,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.26,0.88,0.18,0.14,0.03,0.16
jruby.csv,0.83,0.68,0.61,0.21,0.1,1.0
pdfedit.csv,0.19,0.32,0.45,1.0,0.23,0.29
rectracker.csv,0.88,0.84,1.0,0.88,0.94,0.89
wxlua.csv,0.76,0.8,0.45,0.67,0.99,0.8
x4x.csv,1.0,0.92,0.25,0.65,0.25,0.67
