,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.0,0.0,0.07,0.07,0.0,0.32
jruby.csv,0.58,0.63,0.67,0.12,0.38,0.05
pdfedit.csv,0.08,0.46,0.37,0.0,0.12,0.32
rectracker.csv,0.67,0.83,0.0,0.79,0.62,0.79
wxlua.csv,0.92,0.87,0.33,0.6,0.12,0.79
x4x.csv,0.0,0.65,0.11,0.47,0.5,0.84
