,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.42,0.94,0.29,0.23,0.07,0.26
jruby.csv,0.83,0.48,0.63,0.32,0.18,1.0
pdfedit.csv,0.31,0.3,0.55,1.0,0.37,0.43
rectracker.csv,0.85,0.5,1.0,0.66,0.94,0.89
wxlua.csv,0.75,0.47,0.56,0.59,0.99,0.83
x4x.csv,1.0,0.59,0.38,0.62,0.39,0.75
