,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.49,0.56,0.63,0.64,0.51,0.69,0.46,0.54,0.51,0.7,0.54,0.78,0.86,0.68,0.57,0.71
biodwh.csv,0.48,0.88,0.82,0.83,0.98,0.0,0.93,0.96,0.92,0.88,0.67,0.0,0.94,0.97,0.9,0.88
blue-c.csv,0.42,0.4,0.44,0.58,0.49,0.47,0.38,0.46,0.53,0.59,0.42,0.37,0.45,0.46,0.36,0.44
cities3d.csv,0.42,0.73,0.59,0.92,0.97,0.86,0.47,0.98,0.68,0.64,0.56,0.75,0.69,0.77,0.5,0.75
firebird.csv,0.61,0.5,0.56,0.57,0.41,0.73,0.4,0.53,0.42,0.48,0.43,0.38,0.51,0.56,0.38,0.44
jcache.csv,0.67,0.51,0.96,0.88,0.65,0.88,0.91,0.74,0.62,0.97,0.76,0.92,0.98,0.7,0.7,0.44
jparsec.csv,0.42,0.49,0.47,0.41,0.5,0.57,0.47,0.52,0.4,0.49,0.58,0.4,0.53,0.62,0.34,0.39
mscore.csv,0.38,0.42,0.43,0.48,0.38,0.36,0.36,0.46,0.4,0.58,0.45,0.4,0.41,0.51,0.35,0.63
nabu-library.csv,0.34,0.4,0.45,0.51,0.39,0.33,0.46,0.44,0.45,0.58,0.68,0.36,0.42,0.49,0.37,0.42
ns-3-dev-def-routing.csv,0.45,0.58,0.79,0.75,0.97,0.64,0.79,0.62,0.97,0.86,0.53,0.54,0.66,0.87,0.91,0.79
open-ms.csv,0.39,0.5,0.51,0.59,0.78,0.74,0.72,0.72,0.83,0.94,0.54,0.92,0.87,0.87,0.47,0.74
popeye-chess.csv,0.38,0.43,0.48,0.55,0.47,0.41,0.37,0.43,0.51,0.83,0.44,0.45,0.42,0.45,0.52,0.53
qgo.csv,0.43,0.43,0.5,0.55,0.4,0.6,0.42,0.51,0.39,0.51,0.5,0.45,0.48,0.56,0.4,0.42
webdriver.csv,0.46,0.61,0.6,0.41,0.71,0.53,0.53,0.5,0.85,0.7,0.65,0.41,0.52,0.88,0.48,0.71
xined.csv,0.41,0.98,0.57,0.84,0.92,0.83,0.61,0.85,0.74,0.63,0.51,0.9,0.97,0.97,0.56,0.83
yafdotnet.csv,0.47,0.39,0.51,0.61,0.39,0.64,0.49,0.55,0.54,0.67,0.52,0.44,0.48,0.5,0.42,0.38
