,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,7.0,2.0,0.0,1.0,17.0,1.0,0.0,0.0,2.0,0.0,2.0,9.0,1.0,9.0,16.0,22.0
biodwh.csv,1.0,0.0,1.0,0.0,2.0,54.0,0.0,1.0,0.0,0.0,0.0,52.0,0.0,1.0,0.0,0.0
blue-c.csv,6.0,0.0,7.0,4.0,11.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,16.0,25.0,1.0
cities3d.csv,16.0,4.0,8.0,4.0,0.0,3.0,0.0,0.0,2.0,2.0,3.0,0.0,8.0,12.0,18.0,3.0
firebird.csv,3.0,0.0,5.0,4.0,8.0,1.0,3.0,0.0,0.0,0.0,2.0,12.0,0.0,14.0,4.0,0.0
jcache.csv,0.0,0.0,10.0,1.0,26.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,10.0,12.0,2.0,0.0
jparsec.csv,3.0,4.0,10.0,5.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,16.0,12.0,1.0
mscore.csv,6.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,58.0,2.0,0.0,0.0,2.0,13.0,23.0
nabu-library.csv,2.0,0.0,6.0,6.0,26.0,1.0,10.0,1.0,0.0,0.0,2.0,12.0,2.0,26.0,15.0,0.0
ns-3-dev-def-routing.csv,6.0,0.0,3.0,7.0,20.0,0.0,0.0,2.0,0.0,31.0,2.0,0.0,0.0,19.0,17.0,1.0
open-ms.csv,13.0,0.0,7.0,2.0,53.0,0.0,0.0,1.0,10.0,1.0,3.0,0.0,2.0,0.0,16.0,3.0
popeye-chess.csv,1.0,0.0,3.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,12.0,11.0,2.0
qgo.csv,0.0,0.0,5.0,2.0,49.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,7.0,13.0,2.0
webdriver.csv,6.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,0.0,1.0,6.0,2.0
xined.csv,13.0,0.0,8.0,11.0,0.0,2.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,4.0,17.0,3.0
yafdotnet.csv,3.0,4.0,2.0,12.0,10.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,16.0,10.0,1.0
