,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.62,0.49,0.97,0.53,0.12,0.47,0.52,0.52,0.5,0.53,0.56,0.29,0.21,0.31,0.28,0.46
biodwh.csv,0.57,0.37,0.22,0.29,0.15,0.0,0.31,0.23,0.15,0.11,0.08,0.0,0.32,0.15,0.91,0.24
blue-c.csv,0.56,0.64,0.52,0.62,0.26,1.0,0.67,0.66,0.51,0.47,0.53,0.38,0.58,0.33,0.21,0.71
cities3d.csv,0.54,0.45,0.41,0.09,0.91,0.11,0.54,0.3,0.39,0.61,0.4,0.43,0.38,0.23,0.21,0.4
firebird.csv,0.53,0.98,0.5,0.68,0.21,0.44,0.61,0.64,0.55,0.52,0.51,0.2,0.54,0.32,0.37,0.59
jcache.csv,0.18,0.56,0.35,0.23,0.07,0.32,0.3,0.4,0.47,0.19,0.43,0.55,0.21,0.19,0.34,0.97
jparsec.csv,0.66,0.6,0.53,0.64,0.27,0.55,0.61,0.68,0.59,0.49,0.98,0.36,0.53,0.34,0.25,0.71
mscore.csv,0.61,0.58,0.54,0.68,0.18,0.69,0.69,0.99,0.61,0.4,0.55,0.45,0.51,0.33,0.28,0.48
nabu-library.csv,0.7,0.6,0.49,0.67,0.18,0.7,0.49,0.7,0.5,0.99,0.39,0.27,0.56,0.31,0.29,0.68
ns-3-dev-def-routing.csv,0.52,0.51,0.37,0.51,0.36,0.5,0.46,0.57,0.25,0.23,0.39,0.41,0.96,0.29,0.11,0.42
open-ms.csv,0.64,0.61,0.47,0.56,0.19,0.19,0.55,0.52,0.37,0.21,0.49,0.43,0.31,0.97,0.26,0.42
popeye-chess.csv,0.65,0.56,0.48,0.97,0.24,0.51,0.62,0.61,0.59,0.36,0.52,0.47,0.46,0.38,0.19,0.53
qgo.csv,1.0,0.59,0.53,0.61,0.21,0.5,0.57,0.54,0.62,0.35,0.48,0.44,0.44,0.36,0.26,0.59
webdriver.csv,0.52,0.51,0.47,0.69,0.26,0.62,0.98,0.64,0.45,0.36,0.41,0.27,0.52,0.3,0.24,0.43
xined.csv,0.62,0.34,0.44,0.37,0.41,0.17,0.48,0.42,0.39,0.62,0.42,1.0,0.32,0.2,0.29,0.32
yafdotnet.csv,0.63,0.65,0.49,0.6,0.23,0.44,0.58,0.62,0.98,0.41,0.43,0.37,0.57,0.36,0.24,0.68
