,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.27,0.05,0.0,0.29,0.12,0.04,0.14
firebird.csv,0.87,0.3,0.34,0.46,0.11,0.12,0.41
kmatplot.csv,0.28,0.05,0.0,0.62,0.29,0.31,0.26
mscore.csv,0.76,0.49,0.45,0.37,0.27,0.55,0.73
openmalaria.csv,0.52,0.63,0.11,0.33,0.51,0.16,0.53
popeye-chess.csv,0.48,0.3,0.23,0.02,0.31,0.25,0.29
riff-evolve.csv,0.4,0.2,0.23,0.29,0.09,0.14,0.24
