,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,1.01,0.99,0.75,0.09,0.88,1.0,1.0,0.93,0.92,0.9
flylegacy.csv,0.75,0.64,0.05,0.71,0.62,0.74,0.85,0.62,0.59,0.46
jguard.csv,0.78,0.79,0.58,0.69,0.65,0.03,0.91,0.7,0.77,0.73
m-a-d-n-e-s-s.csv,0.7,0.85,0.5,0.72,0.61,0.97,0.62,0.78,0.0,0.82
mob-sen-plat.csv,0.9,0.0,0.94,0.79,0.95,0.66,0.74,0.66,0.76,0.73
raygina.csv,0.0,1.01,0.66,0.66,0.73,0.92,0.8,0.66,0.51,0.66
st-filteredstatistics.csv,0.55,0.56,0.63,0.74,0.67,0.66,0.82,0.08,0.6,0.73
upp-mirror.csv,0.67,0.91,0.61,0.68,0.03,0.86,0.69,0.91,0.74,0.86
wishmaster.csv,0.87,0.94,0.81,0.7,0.79,0.81,0.07,0.96,0.93,0.92
yarp.csv,0.67,0.91,0.57,0.71,0.88,0.82,1.02,0.9,0.65,0.04
