,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.14,0.8,0.05,0.0,0.1,0.0,0.07,0.08,0.0,0.21
flylegacy.csv,0.74,0.6,0.05,0.69,0.56,0.32,0.84,0.38,0.43,0.37
jguard.csv,0.67,0.5,0.45,0.55,0.54,0.0,0.84,0.62,0.77,0.58
m-a-d-n-e-s-s.csv,0.16,0.0,0.32,0.18,0.15,0.11,0.25,0.23,0.0,0.18
mob-sen-plat.csv,0.63,0.0,0.77,0.45,0.46,0.39,0.36,0.54,0.47,0.42
raygina.csv,0.0,0.15,0.5,0.31,0.29,0.45,0.48,0.38,0.27,0.26
st-filteredstatistics.csv,0.53,0.4,0.5,0.55,0.49,0.39,0.82,0.08,0.55,0.61
upp-mirror.csv,0.19,0.05,0.18,0.17,0.0,0.3,0.25,0.15,0.15,0.39
wishmaster.csv,0.21,0.4,0.23,0.32,0.15,0.41,0.0,0.15,0.1,0.08
yarp.csv,0.19,0.0,0.23,0.17,0.05,0.16,0.2,0.0,0.13,0.0
