,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,67.0,6.0,0.0,0.0,1.0,85.0,74.0,0.0,0.0,0.0
flylegacy.csv,7.0,4.0,0.0,1.0,0.0,1.0,13.0,1.0,4.0,0.0
jguard.csv,2.0,2.0,0.0,1.0,1.0,0.0,13.0,0.0,4.0,0.0
m-a-d-n-e-s-s.csv,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
mob-sen-plat.csv,9.0,0.0,2.0,34.0,5.0,6.0,6.0,0.0,7.0,1.0
raygina.csv,0.0,52.0,2.0,0.0,4.0,18.0,6.0,0.0,1.0,0.0
st-filteredstatistics.csv,0.0,4.0,0.0,1.0,0.0,0.0,13.0,0.0,4.0,2.0
upp-mirror.csv,3.0,1.0,0.0,1.0,0.0,5.0,4.0,2.0,2.0,0.0
wishmaster.csv,8.0,8.0,3.0,1.0,0.0,2.0,0.0,1.0,5.0,3.0
yarp.csv,1.0,0.0,0.0,2.0,0.0,1.0,74.0,0.0,3.0,0.0
